featureid	UNKNOWN	k__Archaea|p__Euryarchaeota	k__Bacteria|p__Actinobacteria	k__Bacteria|p__Bacteroidetes	k__Bacteria|p__Candidatus_Melainabacteria	k__Bacteria|p__Firmicutes	k__Bacteria|p__Fusobacteria	k__Bacteria|p__Lentisphaerae	k__Bacteria|p__Proteobacteria	k__Bacteria|p__Spirochaetes	k__Bacteria|p__Synergistetes	k__Bacteria|p__Verrucomicrobia	k__Eukaryota|p__Ascomycota	k__Eukaryota|p__Eukaryota_unclassified
C34:2 DAG	2.5659025247138127	0.8181204711797214	2.1157518412498995	2.8411386252744295	2.117905939549078	2.6914152899657124	1.9599050670181242	0.28745811251031417	1.9414032888833122	0.6398917418747274	2.623701880791492	2.9925290132909637	1.2370619381902679	1.7831866339149207
C34:2 PC	0.3229613891814682	0.2367778619458365	0.1903935882368779	-0.12210378859102389	-0.04204137587987411	-0.0307808340077399	-0.23761085302939855	-0.18768849717910172	0.22687981101130272	0.07930654627066325	0.23310488980227273	-0.15133460108358546	0.31879605240208386	-1.4246154892147538
C34:2 PC plasmalogen	-1.7157877625050664	-1.0767909251736585	-1.666806066896786	-1.976074474782304	-1.687161528062032	-1.9079702521996809	-1.6608995223804925	-0.9027096138410193	-1.5943253033586973	-0.9797231157309554	-1.8078335510260946	-2.058018708385751	-0.9493944735274034	-1.7436095240429261
C34:3 DAG	1.1974579040781843	0.42752322846845425	0.9823664447037601	0.8255563268814352	0.6474558500897318	0.8934977688977769	0.33347994325519337	-0.3826609475813221	0.9641117895722046	0.0838044077881257	1.1674599347710455	0.8677231941650798	0.35355898640988714	-1.3562049960515474
C34:3 PC	-2.3572767835079635	-0.08943411907792242	-2.005377081654254	-2.654892122252572	-1.7772351236636235	-2.5405407275694984	-1.4418723056636253	1.021648010465227	-1.808092426878742	0.42336513719622815	-2.5370292887354378	-2.887472756377923	0.16965200052548335	-0.22209329212116075
C34:4 PC plasmalogen	-0.8422247468481676	-0.6910737563018019	-1.3662906033696645	-1.4604907217609935	-1.303296494886788	-1.4341421170396687	-1.363096756143235	-0.5703649108143913	-1.3363216591407356	-0.44586399087937423	-1.134218650660129	-1.5751669719114134	0.64943420445262	-1.4584623001059804
C36:0 DAG	-0.013597534587660665	-0.6279604811562569	-0.19240866816443147	0.279729415616665	-0.03875717053743255	0.16633119534674756	0.016340042670910604	-0.5379545683711029	-0.2789925138073167	-0.5524590637440845	0.01136757020631407	0.335980754394805	-0.27613254078535965	0.6908286404051842
C36:1 DAG	1.5149095853608112	-0.2735954949790944	0.8089480041766699	1.738931677684765	0.9832122654591666	1.5349901407767361	0.8914371755295469	-0.5414843849916167	0.6121405069543396	-0.24213974172470998	1.470924094642264	1.8596935905627823	0.8765658121442841	1.343176885502087
C36:1 PC	0.121201888066238	-2.1162673703156107	-1.2149044131984599	-0.32587286315227293	-1.1156048245729862	-0.5003540924253388	-1.4198889116096496	-2.707720305743923	-1.4200738787559772	-2.042531440922591	-0.17874793569274416	-0.26264212083250493	0.24576860488962504	-1.7898736868808407
C36:1 PC plasmalogen	-0.3878951128450159	-0.4823826919436014	-1.261080199474695	-1.3795030508510913	-1.2396767311468215	-1.3364910695620957	-1.417140306687146	-0.5401365270380338	-1.2353888264360307	-0.21322189250404833	-0.8222307343758004	-1.526475221711364	1.5306230128944969	-1.968293895966243
C36:2 DAG	3.785587144274355	0.22782108254811284	2.5889236084125873	3.3164528065194423	2.1164078378802333	3.224168587237599	1.3786694375303463	-1.7305057890628095	2.3287158854363765	-0.4537870448817447	3.705954866561064	3.5496460230847666	1.2571718423246332	-1.5232100191195266
C36:2 PC	0.8843868737256262	-0.14939928022977078	0.3860808315649997	0.5985793127634575	0.2701681601213317	0.5726975711692849	0.04206640194502498	-0.6827540936479239	0.31371498444151913	-0.2781093070446774	0.7821927757459184	0.6380224790151876	0.5323641146436846	-0.7975135359768939
C36:2 PC plasmalogen	-0.8125805120371585	-0.020635189225098216	-0.7667319282497818	-0.8729295283918852	-0.5930620296491993	-0.8662104344459133	-0.4207751745240611	0.5357426949332507	-0.7104378941636713	0.26500159845677373	-0.9071156305596624	-0.9647501970235965	0.3495022805234478	0.4142318700216356
C36:3 DAG	3.14859512839493	0.9375304954574548	2.5442831286024346	3.464199990445292	2.5556360200197377	3.274423367027518	2.352533171015698	0.27283021317791456	2.3238054907816936	0.7268250025888214	3.2068330726937333	3.650824526745525	1.5489409139714412	2.135553712479092
C36:3 PC	0.07597583281090392	-0.21913012384848773	-0.06692096455046914	-0.4758576189409063	-0.4345379043715214	-0.35136808846850676	-0.7384555567423103	-0.9409783303946291	-0.02998219497885446	-0.523219617613627	-0.0012994249510942524	-0.4866514402952924	-0.31503020672404025	-2.5665037383532927
C36:4 DAG	2.6885645052841265	1.2698532223064878	2.6824997765981315	3.3460393932067953	2.677755389013096	3.2006556828600217	2.626568723222639	0.8668270230187922	2.5257233806354167	1.0151272395286455	2.916960932121855	3.5327761682960612	0.7841209549962316	2.7408732147672317
C36:4 PC plasmalogen	-1.4576025857861237	-0.5789770528931459	-1.429856689422545	-1.4817082667386583	-1.1863791138717854	-1.4925945329812227	-0.9641859308965641	0.12248015057237296	-1.3750886554217616	-0.2145997244969582	-1.567037744577303	-1.5844181462401665	-0.07096273056740676	0.18505498165420903
C36:4 PC-A	-1.6448377472101048	0.8846395318773825	-0.8453254078575412	-1.3652491207732418	-0.5120179049718763	-1.2983923255678058	0.009908584751409988	2.299353325821055	-0.6574033040189029	1.3994321759694976	-1.6264681400135856	-1.5462012888642662	0.3099400719388208	2.0674986550178835
C36:4 PC-B	-1.7703344071735532	0.04771446343965291	-0.9700484986318603	-2.41925977937659	-1.526236195827936	-2.071054153098026	-1.6771788184735972	-0.294507953432791	-0.7084406525376155	-0.2998388346748504	-1.7457705380720059	-2.5560042727023577	-1.6123888387692076	-3.8367023072486774
C36:5 PC plasmalogen	-1.9537728379124393	-0.8294164476288559	-1.6669803153117886	-2.3206877699642225	-1.8084062495606004	-2.1717493583714664	-1.7987846233741724	-0.7015439463627089	-1.5304936238481432	-0.8124657807501343	-2.0215755589115574	-2.43227955196762	-1.1818220094914103	-2.314618630767827
C38:2 PC	-2.795549808048563	-0.7710760883206484	-2.177905797012813	-2.624298052608153	-1.929925482414034	-2.5621027032975285	-1.5295802041875721	0.3300062760995346	-2.023243083094723	-0.3658838360964829	-2.7959887206295875	-2.7749069453173534	-1.1924828578692277	0.01493360736762156
C38:3 PC	-2.842592759958045	-0.7786694089208943	-2.646773877559138	-3.199459661953159	-2.392412723205834	-3.1051767331300497	-2.080573352835379	0.30332789782659764	-2.4695822326975883	-0.23578509813571458	-3.0643885677122586	-3.4311619816311905	-0.2119421441627245	-0.8416247829202228
C38:4 PC	-1.5578591991647106	-1.6589325986581116	-1.891256587068798	-2.10410554466167	-2.0258985952645103	-2.0387206211015987	-2.1959751175764035	-1.93717275033583	-1.8640835469863948	-1.6792746612978569	-1.7352854458295361	-2.1618668116755075	-1.0311325350585938	-3.0703568138121704
C38:4 PC plasmalogen	-1.4368395051832725	-0.984755619684913	-1.7038531588176589	-2.056665194233651	-1.7654024976459075	-1.96842784197383	-1.8469042576657568	-0.9680809347553108	-1.6306906516195387	-0.8623664309786783	-1.6641423685961172	-2.1728286484182306	-0.2389744344552418	-2.3620637389471733
C38:5 DAG	-0.980514038895111	-0.6469097879597143	-0.9251156878508922	-1.0270007943364272	-0.9011247490084764	-1.0083864446674418	-0.8525327074541271	-0.48380074424749764	-0.8945507775217973	-0.5718680772668945	-1.0121612210982338	-1.0639816314164237	-0.6050879705016832	-0.6924917393389962
C38:6 PC	-3.019388520995769	-1.7820112504277352	-2.6604735654848444	-3.283329619138587	-2.7545568380480683	-3.1468812685278906	-2.6901446196685077	-1.5316228510525185	-2.5228321648992194	-1.7266591650755885	-3.0633070982189334	-3.394391261711624	-2.2146752171962283	-2.930590991289892
C4 carnitine	4.745571766774198	4.461781456851532	4.9964589804202095	3.790143995446326	4.007066008580266	4.135012500946851	3.339895010826056	2.6986854424666897	5.123599090771038	3.532385401838795	4.787889627300315	3.8125924958584796	2.8912959663495905	-1.1664083319440857
C42:0 TAG	0.6902128973590744	1.6094541044841288	0.8844428899232135	0.1799798167662352	0.654583492811569	0.3498088864186547	0.5715378621254696	1.5143864913783276	1.017518502945256	1.5432764344291492	0.59832573991212	0.0741976081116191	1.3124436189036381	-0.4259007616925908
C44:0 TAG	0.14420187417988783	0.4363652163593166	0.08913129285498012	-0.21740538130414433	-0.02685637225841475	-0.1392587436727949	-0.10633700284215686	0.3325817097021091	0.1441850980265017	0.4215659084047605	0.04514692758294192	-0.27690829265940176	0.5869367007168784	-0.7029259300845703
C44:1 TAG	-1.7988881585982344	-0.4316662560383566	-1.581904474744781	-1.5859050259584702	-1.1741844306745772	-1.6257946142762512	-0.7719999773655346	0.716886721090283	-1.5096069565039902	0.10188891052549698	-1.8728700530502653	-1.710805103972684	-0.026848087192211434	1.276723090820425
C44:2 TAG	-2.542338508370243	-2.2070710869126646	-2.9406188936240802	-2.76656040611316	-2.6482528501937965	-2.821827781549756	-2.5062605659328403	-1.6206627881216285	-2.9353219533159547	-1.7767455359844107	-2.7716695091008408	-2.869984695706995	-0.8754726471604264	-1.4147489631056822
C45:0 TAG	-3.4576156175203043	-2.1085734790864006	-3.7565401819577877	-4.0478020592192	-3.4737224846356964	-4.002386617489345	-3.2787218789717594	-1.2339383977807727	-3.641269172076275	-1.5278854283370045	-3.8081487059697032	-4.270667322041553	-0.6423505069739028	-2.2361642910380533
C46:0 TAG	-0.3485321176627072	-2.7846494082136086	-1.8476188725176088	-0.29949144739628797	-1.323103630168938	-0.6519913301884147	-1.3622158807064537	-2.7090768485515615	-2.1405761908092225	-2.350169392334479	-0.6437919285954461	-0.2140383341291057	0.27195284966102884	0.19868010392893382
C46:1 TAG	-1.491840113692835	-0.7576462870168648	-1.2968612253204024	-1.583708624893512	-1.2936464346669059	-1.5258071059829423	-1.213968014340795	-0.5003599574384967	-1.2244915533840888	-0.666915047297751	-1.522300984923235	-1.650770667521313	-0.908521288575725	-1.0757786355627368
C46:2 TAG	-1.8463794221725327	-1.1257691991708967	-1.8450164635718298	-2.157658144282883	-1.8331250211295993	-2.0905725555558043	-1.7910694885592389	-0.8764502808702701	-1.7668224117712379	-0.9729849567159086	-1.9723678683088401	-2.257329104100498	-0.8293870591617654	-1.7629607793532522
C46:3 TAG	-3.351449823012864	-2.1482648271777833	-3.314578639711179	-3.647287454113953	-3.163406287237696	-3.5887321914790093	-2.99420840484349	-1.5122902597176242	-3.2082244061885365	-1.8023054987281242	-3.522718361155478	-3.797542786101998	-1.627684219317222	-2.30747895552854
C48:0 TAG	0.36193449046296555	0.15966641958890593	-0.11802681437811824	0.39503769042585346	0.24910877215215388	0.26071075501468177	0.4071628547057984	0.7118471096399157	-0.181703446046797	0.5761083597806822	0.1909870948938277	0.35378102281616597	1.5509095873594512	1.8367459413795202
C48:1 TAG	-1.9605320341760692	-1.745409297721558	-2.11913869366795	-1.6239915255471538	-1.678961194798375	-1.7678685021123237	-1.3802266491478836	-0.9127189268562901	-2.1635578761484444	-1.2870582776267234	-2.0282194492958396	-1.6593066875580704	-0.8709416231679987	0.620567955402263
C48:2 TAG	-1.1932992827897597	-1.1123520539389764	-1.3139381051556365	-1.1693546429728165	-1.1711461693967946	-1.211257632361141	-1.0850627857181416	-0.8331591026745655	-1.3238990412055418	-0.9343037800386274	-1.2571099765161282	-1.1970751721138986	-0.6492999010557461	-0.47274092080153235
C48:3 TAG	-1.573098010066627	-2.4344334408051953	-2.226742784154456	-1.6439724513992051	-1.999768123002056	-1.7775213200180997	-2.0070443785737275	-2.3354624018714767	-2.3317767001760807	-2.2035688552328576	-1.739752903784054	-1.63581840186596	-1.0158526679857522	-1.3352192592395746
C48:4 TAG	-3.3594234778003496	-2.1690126923187707	-3.392620766700146	-3.228099820755885	-2.884003410472334	-3.3082106479529294	-2.47115413438852	-0.920826221882254	-3.3459464354065758	-1.5111138633664822	-3.5185217741250625	-3.368404610681156	-1.1616369685231027	-0.12083552494209165
C5 carnitine	-2.2174944329574378	-0.03365154484114008	-1.883425886328587	-2.250285081416485	-1.4809603449231714	-2.212729213676108	-1.0259947213298528	1.3549831677202804	-1.7246498889873072	0.6120329322688569	-2.369864013192167	-2.4645675724961493	0.3968594946133188	1.0242610706241613
C50:0 TAG	0.1335241341125406	0.2864414694692776	0.20815257480135174	-0.3311814985912698	-0.13876504399030498	-0.1847126009400194	-0.3622017511027782	-0.24745020062731335	0.2814922619590251	0.017755520711006056	0.09458853896127373	-0.36196651153290427	-0.12522872580705657	-1.9550410747526024
C50:1 TAG	1.0083810210962265	-0.6721097338159323	0.32356265359114933	1.0083147193428885	0.357254980049448	0.869944783828886	0.17204762094369097	-1.151421958403344	0.16198366342654846	-0.742360833203616	0.9389868232080332	1.1101064176271769	0.33905402392251327	-0.04379433153576656
C50:2 TAG	1.2449580764900356	0.020787029837237014	0.7613333427173228	1.2376286365991553	0.7661078317654288	1.1430451630538392	0.6219579298002056	-0.35622672100079167	0.6463538639546537	-0.04842242170370881	1.197801317574001	1.31246393734486	0.7107817467562563	0.38930206099507586
C50:3 TAG	-0.38527010470160095	-0.8463239456559135	-0.26256950888141195	-0.01873756679981864	-0.26799386043281714	-0.07486571909035133	-0.25521417550224634	-0.9590960214395305	-0.3184849940929282	-0.9625195168905787	-0.25246074676803953	0.06195824373014733	-1.277258650339339	-0.11950919878062877
C50:4 TAG	-1.4472143547111718	0.5905472189487706	-1.1482118955905063	-1.1368124889936297	-0.5217535711454149	-1.200968520868115	0.08274932534618595	2.3235126972081654	-1.0426094177292122	1.4035229692493303	-1.5641841687562223	-1.3246287864458979	1.255235937012197	3.1935763130507673
C50:5 TAG	-2.5907300242060605	-1.2257658788816208	-3.0285098192052224	-3.3142808626573297	-2.714103202127032	-3.269752016120178	-2.5266912428262804	-0.3051744609947	-2.910565648134649	-0.5749946874739678	-3.010843205682926	-3.5625143954623355	0.5940876950683909	-1.443232729695739
C51:0 TAG	-4.288303758690422	-2.2766029709959925	-3.8699200964208007	-4.054456382355704	-3.4094202299870116	-4.063811582190774	-2.899751902537469	-0.8286102031909326	-3.744130473798232	-1.640147323128156	-4.361160613384497	-4.226898284252981	-2.04890380492454	-0.4901686559667931
C51:1 TAG	-3.7558239472977317	-2.45268970177713	-3.4648720725286175	-3.7796982963945434	-3.3092491525670855	-3.7310745251901243	-3.0761154041275756	-1.754762500642207	-3.3597410722135157	-2.1599540248855664	-3.813533854983918	-3.8973196354640494	-2.474301546768833	-2.175418870768605
C51:2 TAG	-2.6850843801669453	-1.6321080164470132	-2.53088110235789	-2.7303816869078696	-2.3543863298424323	-2.705844216328068	-2.1460451764295545	-0.984130208039814	-2.450952988559735	-1.3279739990435875	-2.7678576267307564	-2.8377071106292804	-1.4123194370905927	-1.2328965716533937
C51:3 TAG	-3.200581504614775	-2.690539221325258	-3.2676633198609393	-2.6488608021822193	-2.6579037428220174	-2.8366692930583306	-2.2044078789900547	-1.4674720185527803	-3.312577487655392	-2.0654912572366335	-3.249437611696276	-2.6975537474747484	-1.7611037910877392	0.6599527086619879
C52:0 TAG	0.25098934444100207	0.06166353113198042	0.14561599355042198	0.4342844387457745	0.29830930110287124	0.3595812952525689	0.38497270032253605	0.28095873003261507	0.1031674183467558	0.19327753916825685	0.24176814190309237	0.44637333797948875	0.39983631832574895	1.078665179711789
C52:1 TAG	0.8233062540341574	-0.5475151103640563	0.3343671109935811	0.7331441774346856	0.23701774537683828	0.6645840584807713	0.011989303917137262	-1.1456873109000092	0.22086081902192667	-0.7261563398801059	0.7850424739159347	0.8208480235527964	0.006457052201592095	-0.7038799408257597
C52:2 TAG	2.1822043692205315	1.074579273315147	2.330750112792118	2.465856548339098	2.0312868693535258	2.4586417250139063	1.8120920319939777	0.26381703028125725	2.252225600837701	0.589565678814802	2.3994250020133903	2.6213064637116594	0.07541642574721807	0.6070359921457302
C52:3 TAG	2.57571900695342	1.2078362675494532	2.260147529872966	2.775624844494197	2.217934247230631	2.6728276518120118	2.0719798671500262	0.7237271981643716	2.1295842065338797	1.0235785376941244	2.6326098786185064	2.897445888577058	1.416147811801411	1.75774474927911
C52:4 TAG	2.3453063228131543	0.7984886119304084	2.569203913035624	2.864001148351785	2.2252003450394744	2.823981692305517	1.9742103047535797	-0.21026110514248827	2.446006021159434	0.17323706768719305	2.669288749232405	3.0897242817878703	-0.5756642204016411	0.6499015902662797
C52:5 TAG	0.9247493194882739	0.1113929412910224	0.8476246298096839	1.1285163486960517	0.7844474112413664	1.073718044961971	0.6973366295501202	-0.2242946370641856	0.7715280071305789	-0.05816320073617298	1.007391304599019	1.217316073392959	-0.04359478988150434	0.42603174431079566
C52:6 TAG	0.8862219800278832	-0.005839093944947749	0.28095574299910386	0.5221111833172152	0.24928533265276176	0.4849651666702405	0.06369847230462145	-0.3617229304537417	0.2147620319342366	-0.007402464958769173	0.7163057755661271	0.5280399994192932	1.0511852035066505	-0.4668597278386835
C52:7 TAG	-3.079058994797102	-0.002291285329832249	-2.355345815821737	-3.289950002850442	-2.12142368913569	-3.1218068009375544	-1.6684116388485493	1.3910333600718439	-2.0859514765226512	0.5546995471166127	-3.2043354926316336	-3.564249947912272	-0.29453640223284117	-0.1923227105250072
C53:3 TAG	-1.3841519876952142	-1.0613402660529871	-1.5166896261137226	-1.1433736911536843	-1.131047484793787	-1.2563532991008954	-0.8621089713386689	-0.2897609678937607	-1.5409327104040238	-0.6355687625454456	-1.4636476456820091	-1.1917015951532037	-0.2576866137692426	0.8885124314160406
C54:1 TAG	0.23040193414679733	-0.18824620609031673	-0.20996809243572012	0.4427393227642191	0.1777781492780628	0.2751143291655088	0.3516555448912928	0.34078661202498073	-0.3030828459524765	0.19331553067020835	0.11876918823836746	0.4390351235102101	1.0519606599788056	1.9289518273719444
C54:2 TAG	2.295282158496565	0.22156564828295977	1.5402305686170357	1.9311609849711535	1.2485821405327977	1.8871527778397756	0.7965091109214051	-0.9460422515118327	1.3940097162970866	-0.16780007590085688	2.214526296614876	2.054344899267209	0.9487846023977364	-1.0067617737310521
C54:3 TAG	2.9148393288013534	0.8518104188030433	2.8054201553192346	3.1624103575617415	2.388911084708589	3.1224488338974754	1.9912760563578018	-0.4664568273841099	2.652416426066029	0.1703445905343246	3.1461622195186196	3.393400745061625	-0.013830294260836151	0.09683457843544246
C54:4 TAG	3.804230630990602	0.5693371320166616	2.701466711588865	3.201144181147691	2.159716236058931	3.1627895120088545	1.4047045894091983	-1.4063850949309582	2.48482558494776	-0.13720817931059415	3.7093216969373657	3.403669175877473	1.4374872038702144	-1.7817383372763538
C54:5 TAG	3.282674420253261	1.8597995326114645	2.686149222664466	3.229671570714568	2.6910198036787847	3.1228342413814576	2.5142350796893282	1.4139660285166304	2.554179604411395	1.7873787224777846	3.2113101903359764	3.3109500721670826	2.736109140463862	2.2088752314760476
C54:6 TAG	3.4715905575496744	2.074628998027854	3.1700516233090497	2.9861712075614575	2.6232486883775312	3.0804394976079883	2.112554278469199	0.7041876933675006	3.122361225380372	1.4664806070718743	3.4758666532143856	3.0849822534475178	1.773230267470391	-0.6133283058223307
C55:2 TAG	-3.5323783847180015	-0.9017020040576664	-2.677645973037966	-3.2756133184411302	-2.3748811621984407	-3.190199307138075	-1.8590123546334258	0.49470026908272335	-2.47572435972144	-0.40963743561389876	-3.5067537398845374	-3.46203927991987	-1.5942744950394903	0.08725217539156688
C55:3 TAG	-3.0021939783356477	-2.9759805809726956	-3.189047005678743	-2.062316305107241	-2.3616275016681394	-2.377847905352985	-1.7947447349979229	-1.526285575995815	-3.319784825599678	-2.2262381823622093	-3.0028572926854533	-2.054620711837606	-1.7476285216212424	2.0600274272398287
C56:1 TAG	-1.777754919970708	0.2084660801208824	0.05337577025567142	-0.7222888715513502	-0.13960827849650848	-0.5762771736133209	0.2109304979472364	0.6499454229372301	0.22425976450985952	-0.11554456862961082	-1.208249168394972	-0.6744452940333638	-3.419006127902383	0.5973693468521808
C56:2 TAG	1.3885091615396523	-0.984380527058268	0.7895325491318113	0.9193720503248557	0.19000425275655086	0.9560177111694966	-0.46198894836724236	-2.760121423593569	0.6558197154389168	-1.7282530749233267	1.3984208787559327	1.0931246638859498	-1.0097041931314243	-3.5976480526343484
C56:3 TAG	1.4100498996708635	-0.15784862822486012	0.7057045659963699	1.031125288375841	0.5265276768383256	0.9905542414358707	0.18638045366013412	-0.9772501280704449	0.594147680975272	-0.37625979585625524	1.284428002649614	1.1017656612513007	0.7424110295948823	-1.0769849100853581
C56:4 TAG	0.6945698757384817	-0.6227606533935095	0.2472035675521287	0.48158514354188653	0.04494584494463583	0.45730667575078277	-0.24503316688752075	-1.3840613186380393	0.15579283076039474	-0.8899786828252347	0.6550905426803926	0.5634475709490885	-0.24163512575613444	-1.4365698520208086
C56:6 TAG	-1.585234191861169	-0.39896718633293204	-1.3166278516546883	-1.7500221409471195	-1.2794711096311682	-1.664570557589434	-1.1418091341973977	0.05630975771606408	-1.2031217576310045	-0.2185161660980981	-1.6498641992758447	-1.8628230114693012	-0.5217368102626714	-0.8187093675859551
C56:7 TAG	-3.1965319964143544	-0.1565738529388927	-2.3963183803844235	-2.884895471687323	-1.8726703229100305	-2.8415268405651735	-1.1932540841037016	1.738449945047962	-2.1843205095308593	0.608814487422114	-3.2393818370142125	-3.1234992273690296	-0.3697528521541975	1.7386238679999244
C58:10 TAG	-0.8383208428954512	-1.499873420970884	-1.7828481419961428	-1.365075185415343	-1.5591588195969281	-1.455716481481184	-1.6266420224230786	-1.3772280747332724	-1.8518121240609111	-1.14842029534796	-1.1876708154342168	-1.4365814811325266	0.6562210525691676	-1.216341445138403
C8 carnitine	1.5300880991790815	3.2091627301911463	2.1491761459546	0.8303945681452205	1.6683654136017827	1.1474319466137621	1.5264136378343636	2.939933093606942	2.390615233966138	2.951535563203315	1.4951383036990933	0.6841004615081121	1.9836013337590495	-0.40274088106041234
C9 carnitine	-1.2408540599902058	0.4401827040492252	-0.9046145487339581	-1.2232550376623366	-0.6343657705882757	-1.184792376885389	-0.293707970771375	1.4523065665729427	-0.7791836231702958	0.8835685424969597	-1.324378475088066	-1.377008901223404	0.5591733359270088	1.163254466864982
N-acetyalanine	-5.583121623431481	-3.0162981384123926	-6.12163909625476	-6.020465594660741	-5.121909876600024	-6.118329445841279	-4.414249803250265	-0.5616893943866017	-5.983121471980482	-1.5503859432065674	-6.169278150075957	-6.409062257111279	0.10907074732527144	-0.21329585854886318
N-acetylaspartic acid	-4.762651367935099	-2.773538283872819	-4.949530157020009	-5.548329581466613	-4.690405915344592	-5.435881634449394	-4.463717805063179	-1.742832309538543	-4.764036031801902	-2.1270518320561536	-5.166775281940373	-5.838736695749296	-1.3518027740624396	-3.4980285381743834
N-acetylglutamate	-0.5834480365107977	-0.6478146901741813	-0.6635065105401357	-0.5496444517031729	-0.5968537154657896	-0.5790683550032213	-0.562416241701537	-0.5395770795492796	-0.6784054927378278	-0.5712296955489764	-0.6118100940472573	-0.5548750429731482	-0.40154819062779046	-0.2722952560184982
N-acetylglutamine	0.9856587094893914	0.861916943154637	1.0323146918037456	0.9998493423753467	0.9557857255245619	1.0121983556076324	0.9123529655427414	0.7158995763697685	1.0296438008194548	0.7723417727712767	1.0136871385489146	1.0171430307637555	0.6632381558660492	0.6191640923865354
N-acetylhistamine	7.162935536433112	4.693525259786819	7.12042330298456	6.6547551906965525	5.979454508400387	6.8569032076805465	5.0550878550540554	2.0012143798350612	7.043677258623386	3.322085159864328	7.4040217521910225	6.910359845903973	2.8552068137451507	-0.2356148365281468
N-acetylhistidine	-1.2519416264664192	-2.0022635126624495	-1.747597521455268	-1.3799075151392224	-1.6611064300092364	-1.4575326480650284	-1.7309465198660707	-2.1001657453930815	-1.8233239982123939	-1.9130780009754922	-1.3745780594804309	-1.3664218191395308	-1.0354595822401627	-1.618470549554106
N-acetylornithine	-2.948848050659429	-2.8245968703078974	-3.7432735119784812	-3.6729750452410768	-3.529506809651388	-3.689868191930229	-3.5413419587924286	-2.4757102674146556	-3.7298928043744186	-2.3803485004446117	-3.3551238038248794	-3.824017550200763	-0.7341684418351071	-3.1233966811121996
N-acetylputrescine	2.9228242492686234	1.4607302030214449	2.748532727849673	2.691878103258345	2.2492930475229804	2.7512817725379173	1.7992944329474032	0.1667873587029052	2.6796118783094895	0.8418280277236869	3.0091840061805635	2.825225905378885	0.8875376016124545	-0.5922909630574709
N-alpha-acetylarginine	-0.7012476931545106	0.18245081372099525	0.40883597090635715	0.27426485459992	0.42056822000227045	0.2777813133266783	0.7172394647089126	0.5885218307229303	0.4546593571116221	0.03635634860857939	-0.2882261730059561	0.3527052211219639	-2.005261275068413	1.6068805309814813
N-carbamoyl-beta-alanine	-2.6313619273292193	-1.9488923219291836	-2.8502579608977907	-2.5449652941782395	-2.3799431681662577	-2.648499785806053	-2.0554592260764064	-0.9336295681158836	-2.8450799772217295	-1.3613870071141037	-2.8047031378089944	-2.652475586196814	-0.7370034591689865	0.004995979902110592
N-methylproline	0.6920157083393117	0.8398185919608099	1.9875819740869407	1.8661897465746413	1.7358691513948061	1.8856850694934244	1.855291759528973	0.5909884425963725	1.988313141937025	0.2861295746733923	1.289980995059036	2.0620414834715617	-2.286790383679692	1.6844329463584677
N1,N12-diacetylspermine	7.154906021147575	3.643041129410769	5.92087359592748	6.098030686911618	5.081782818085109	6.159240329818183	4.070889973249085	1.0556173127387318	5.730502266999586	2.6800042329609113	7.001458905365995	6.296876315960369	4.435775303510519	-0.6259502731433195
N1-acetylspermidine	3.118612671690464	1.379618242993959	2.609041195817512	2.7423366205241235	2.206554643041077	2.759063816673098	1.7414029849951538	0.14054829561438223	2.5079470407199884	0.8883747422022805	3.0927010715267866	2.858184728399513	1.5637194668016412	-0.4276476353137518
N1-acetylspermine	4.553747511102344	1.2745223288732026	3.135961579652685	4.146608863278902	2.990565426739603	3.968601487420624	2.451377483299405	-0.05457877326791725	2.860607099981783	0.978698669987736	4.356153094685299	4.321400012339967	3.2158939173200207	0.92465233336898
N1-methyl-2-pyridone-5-carboxamide	-0.17699704763787816	0.35666879025111875	0.02133595903281238	-0.19422244285662082	0.008095220997741404	-0.150594422728085	0.06911343774336687	0.5272513673070682	0.0740571176687298	0.3957686271850642	-0.17407986257199326	-0.23457703782843578	0.10940778890229064	0.14698909662311038
N2,N2-dimethylguanosine	-2.703869261730674	-0.27224664383170527	-2.3941450536414886	-2.850063619984268	-1.9687626757422114	-2.794436094680551	-1.493392140256373	1.2260285186775903	-2.210613785551033	0.4453501539053697	-2.907471857806833	-3.100842120595287	0.3260968599614622	0.627858017152986
N6,N6,N6-trimethyllysine	1.324065017309024	2.2086039974941145	1.998068778142805	1.4224452505741592	1.76990201803026	1.5532560682945067	1.79440477320278	2.153797815013433	2.105113681957087	1.9950502165524586	1.4833788256945972	1.4080473266710212	0.799719203380898	1.186705323382403
N6,N6-dimethyllysine	-0.22127292226794504	0.10416275557196997	-0.00965051146358098	-0.025922372146762962	0.0466850365763114	-0.03236069991717516	0.15352531379133105	0.336693649101788	0.007320868141562853	0.1579027034546714	-0.1675758120096642	-0.031712516472320235	-0.185500763736838	0.5930212847557157
N6-acetyllysine	5.051425080804528	3.288615994687472	4.930136601967714	4.980338754865927	4.3984223648635705	5.017967025696303	3.9255320015523827	1.8558041261911058	4.830903656747347	2.5716506364167753	5.21135133309895	5.161941556527182	2.4536038140083822	1.443901970191495
NH4_C16:0 CE	-2.024937656221813	-2.0575919749641907	-2.1269177545552864	-2.3193411893013343	-2.2620497137799322	-2.2635131857216355	-2.3780364050636127	-2.2939045081522083	-2.102595408322559	-2.1343279034803704	-2.0957079708764583	-2.344592594977707	-1.9361111199727055	-3.0775543336053297
