featureid	UNKNOWN	o__Methanobacteriales|f__Methanobacteriaceae	o__Methanomassiliicoccales|f__Methanomassiliicoccaceae	o__Actinomycetales|f__Actinomycetaceae	o__Bifidobacteriales|f__Bifidobacteriaceae	o__Micrococcales|f__Micrococcaceae	o__Propionibacteriales|f__Propionibacteriaceae	o__Coriobacteriales|f__Atopobiaceae	o__Coriobacteriales|f__Coriobacteriaceae	o__Eggerthellales|f__Eggerthellaceae	o__Bacteroidales|f__Bacteroidaceae	o__Bacteroidales|f__Barnesiellaceae	o__Bacteroidales|f__Dysgonamonadaceae	o__Bacteroidales|f__Odoribacteraceae	o__Bacteroidales|f__Porphyromonadaceae	o__Bacteroidales|f__Prevotellaceae	o__Bacteroidales|f__Rikenellaceae	o__Bacteroidales|f__Tannerellaceae	o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified	o__Bacillales|f__Bacillales_unclassified	o__Bacillales|f__Staphylococcaceae	o__Lactobacillales|f__Carnobacteriaceae	o__Lactobacillales|f__Enterococcaceae	o__Lactobacillales|f__Lactobacillaceae	o__Lactobacillales|f__Leuconostocaceae	o__Lactobacillales|f__Streptococcaceae	o__Clostridiales|f__Christensenellaceae	o__Clostridiales|f__Clostridiaceae	o__Clostridiales|f__Clostridiales_unclassified	o__Clostridiales|f__Eubacteriaceae	o__Clostridiales|f__Lachnospiraceae	o__Clostridiales|f__Oscillospiraceae	o__Clostridiales|f__Peptococcaceae	o__Clostridiales|f__Peptostreptococcaceae	o__Clostridiales|f__Ruminococcaceae	o__Erysipelotrichales|f__Erysipelotrichaceae	o__Firmicutes_unclassified|f__Firmicutes_unclassified	o__Acidaminococcales|f__Acidaminococcaceae	o__Selenomonadales|f__Selenomonadaceae	o__Veillonellales|f__Veillonellaceae	o__Tissierellales|f__Peptoniphilaceae	o__Tissierellia_unclassified|f__Tissierellia_unclassified	o__Fusobacteriales|f__Fusobacteriaceae	o__Victivallales|f__Victivallaceae	o__Burkholderiales|f__Oxalobacteraceae	o__Burkholderiales|f__Sutterellaceae	o__Neisseriales|f__Neisseriaceae	o__Desulfovibrionales|f__Desulfovibrionaceae	o__Campylobacterales|f__Campylobacteraceae	o__Enterobacterales|f__Enterobacteriaceae	o__Enterobacterales|f__Hafniaceae	o__Enterobacterales|f__Morganellaceae	o__Pasteurellales|f__Pasteurellaceae	o__Pseudomonadales|f__Pseudomonadaceae	o__Proteobacteria_unclassified|f__Proteobacteria_unclassified	o__Synergistales|f__Synergistaceae	o__Verrucomicrobiales|f__Akkermansiaceae	o__Saccharomycetales|f__Saccharomycetaceae	o__Eukaryota_unclassified|f__Eukaryota_unclassified
C18:1-OH carnitine	1.585929433135138	1.6122492337965997	1.62677210145403	2.12137132888863	1.922630189524245	1.6797190971232605	1.7309380005847261	1.8995757117664571	1.7692386711830381	2.0360850547605773	1.7649247139794966	1.777416353519408	1.6518842562939806	1.8312394639423646	1.7579431366250287	1.7632950808704788	1.7573791422232807	1.7617098662986685	1.510631162153265	1.6233533583437258	1.664905550866719	2.0735283288520003	1.8188604064340765	1.871874523187413	1.799721435428887	1.9682135421540823	1.6163007790324209	1.8779735918477414	1.6762064397270828	1.7908038443168792	1.7841400992983036	1.806198989461991	1.577165184449405	1.8497476370593815	1.7750607809468184	1.8418803717806793	1.8534665901170766	1.8030030787156126	1.7560357617688391	1.8263249792045668	1.8167918685873534	2.136767990506601	2.1737722592595596	1.883830640030098	1.689980714865332	1.9514945774319292	1.9176020236655025	1.7728810141338518	1.949962988383585	1.8375882783173307	1.7095247818054697	1.7661893226971543	1.846305122274894	1.9674941122864906	1.7879191502636251	1.8226804919900754	1.4518704660019564	1.9457449383076453	1.8205749353934468
C18:2 CE	0.8000460425639457	0.45575492326021205	-1.68206285691438	-3.147385579698659	1.0500844970211816	-2.4784198768831316	-1.21049058498373	-2.7124414106144457	1.3065627555587915	-2.302073607329723	1.2467335597721871	1.1582807067095287	-1.7470715671240433	0.9028767036952012	-0.14295922279177598	1.3757411441518188	1.0719745385769728	1.2653980751370426	-4.704736961089817	-2.976314976815469	-3.0747022741242556	0.03208649099976757	0.8456889524963924	2.3768269257154047	0.4361376106888991	0.3880114878628642	-0.9791705041227716	0.7187246851961384	0.809550381852694	1.3143130941488381	1.2885864008163037	0.07119178255639214	-2.6351538935988987	-2.9346226207886503	1.2931622744050897	0.30982241852669823	0.8476397409454748	1.0422276791572196	-1.7438537894291202	1.33611343873247	1.4625886394438883	-1.1280392358855913	-3.078371388464826	-2.15950906327752	-1.4324953350019052	0.5130859643222337	-2.225343031589246	0.7724261019304528	2.8036697851757673	1.3837953662337648	-3.076603196577739	-0.08299489280457384	0.8881467174496411	2.532790149444943	-0.8460450445637212	3.727353284421753e-05	0.36803172595662453	0.23773401094645719	1.2596673171111394
C18:2 LPC	4.990441116878831	4.775520821102286	2.2586785918787533	-0.6815213488677188	5.65132016850114	1.4430996927089077	1.9470604589885	0.10273682481380342	5.5690266964188595	0.58704392578215	5.203778663304574	4.691367241431247	2.3251101129932543	4.420429636798752	4.632994913545527	5.144199106082655	4.632605121924375	5.211918589659984	-0.6254588149066965	1.4144879077457782	0.6950802275275954	2.4032947441942314	4.790862699512646	6.580369025109087	4.998203004384823	2.908007323718005	3.4421669914437967	4.723973117703983	5.017187384851237	5.961719855173598	5.171966242341579	4.324045424202564	1.2522852989152529	0.9970934959748994	5.12177390111694	3.601367231293803	4.047052693038914	5.362370402511906	1.641452341368436	5.438304899236226	5.23036892952925	2.0621587990946866	-1.2881145980547566	1.9371332887511357	2.6449779209228184	3.774499139922195	0.6548473145664389	4.556277064302913	5.760580154408832	5.454005112653791	0.45848667837407164	3.5149350262848547	4.544923325277808	6.439888896124063	3.3855736654159267	2.952150138551155	4.9052003752821065	3.852024394716681	5.46054763009122
C18:2 LPE	-1.7940813833684455	-1.8559614370525792	-2.196403435736967	-2.2912721101610227	-1.721871784996459	-2.3211818222406086	-2.062014462811379	-2.2725714420251624	-1.6847264776210982	-2.1829286534624073	-1.6769792930403113	-1.6685994636367534	-2.209220298952318	-1.7018100147041233	-1.960511286675418	-1.6442305719083794	-1.6865618309628425	-1.6767258058400816	-2.7360806917541574	-2.442175501598447	-2.4186829366740263	-1.7585797794969382	-1.7404772322888533	-1.4830484223383764	-1.8409247653904992	-1.7190829824504232	-2.1045180505391947	-1.7545394322765953	-1.7783304536730737	-1.6987125303893633	-1.663373865448154	-1.8872930555896612	-2.3648525200307775	-2.3731792953124304	-1.6606886290510745	-1.7938809737566346	-1.6959890861363625	-1.727295521348097	-2.156923501504094	-1.661327558323439	-1.6267417372689312	-1.986845312914272	-2.2365074830102905	-2.247651393367124	-2.148698644698421	-1.7372846527739902	-2.1880473812585897	-1.7506027576633936	-1.3359697043188339	-1.6513343063952708	-2.3992658229567803	-1.8859945281482162	-1.7110214823309875	-1.427512167520688	-2.0434916388693276	-1.830946516783964	-1.9041202126003152	-1.8052259779731195	-1.682438324005017
C18:2 carnitine	-0.3648630552509331	-0.4574970473469624	0.10625498408844447	0.5637424973235188	-1.2745909675606946	0.15101182045986106	0.4244506571334883	0.6090762532604554	-0.8057779314990419	0.27634290202900136	-0.5551499421624833	-0.255809003739528	-0.018034630040027422	-0.29426127402748486	-0.9581764193730269	-0.42765733646815707	-0.2244997321523916	-0.5571555774147163	0.6321441453724823	-0.039112253161411425	0.36532507709997075	0.23526756281580763	-0.5980471564459862	-1.086373510403805	-0.9404985611455302	0.26602206045615184	-0.3326183938297713	-0.7173827949163591	-0.5269407865820125	-1.1191362168963035	-0.5410576558729422	-0.6788135267171913	0.35944476496120603	-0.0792610547987862	-0.4843607549046476	-0.08134912265440208	-0.11120534654940561	-0.8665043501882495	0.3075816792566573	-0.7841845196781145	-0.5534758749726105	-0.2968549944040886	0.9586105830016175	-0.3810400664017912	-0.12544380653741483	-0.25896837936238815	0.47085922639211875	-0.38740274965092025	-0.37772791830873853	-0.7930375102526912	0.46452038045535404	-0.11150269440442284	-0.4269955640159513	-1.058482876939281	-0.4946802516729222	0.24768502425832573	-0.3208445573213939	-0.47580908579642145	-0.8444722189796767
C18:3 CE	-1.8109779217999538	-1.8086803445653978	-1.991559051022325	-0.7191219999272374	-1.0025322601304403	-1.963005885305328	-1.5413816537381164	-1.2636991573735876	-1.2971077369174462	-0.8886199530961028	-1.2738944946922892	-1.1860023770166732	-1.9610001203248952	-1.0851095755546902	-1.5914117124738727	-1.2345584884843095	-1.2543799971393523	-1.2707060565738586	-2.6918130759371595	-2.234012681557223	-2.0488901745030295	-0.39951869758367575	-1.1792821942538296	-0.8957668117988882	-1.3873000400143014	-0.6464793981661783	-2.000190942178431	-1.0615618094011312	-1.590210566977805	-1.3064238485039181	-1.20826300194347	-1.366194791987687	-2.226244829264683	-1.5996511519578944	-1.222755440008951	-1.0884735657708018	-0.9752760843344404	-1.2566385883593911	-1.5926833963307405	-1.1287483925283466	-1.0766052694810764	-0.5254072687132405	-0.47264862275257735	-1.4335443156386223	-1.8297170000462244	-0.792910729972034	-1.1716341103714032	-1.2803346910013391	-0.44376081238838605	-1.0858502944020514	-1.9025226173718406	-1.3816042200104246	-1.0671432027845367	-0.5878856076628738	-1.530429071125977	-1.1249938932311938	-2.260581697718117	-0.8939456308598945	-1.1634953533578916
C18:3 LPC	2.6759115195534378	2.5733880460452694	0.9962750581272648	1.0423430892924044	4.09778915667229	0.6034359352754916	1.3854177939775925	0.763383190342487	3.654494475863994	1.5067627683751166	3.475260951569301	3.301529526270812	1.0758525891834965	3.2890591290401403	2.8060826864803277	3.484666146355803	3.1813636837901145	3.4868182022012566	-1.420995047838698	0.2616536876762259	0.09419307147717015	3.0777958561539993	3.3869393060351767	4.704124907028893	3.248975286842493	3.0237012078077	1.6297191765563466	3.5064856139297174	2.9773872784476185	3.8650785194354538	3.541007020514215	2.9099639290518278	0.16206011009700272	0.8443570103881051	3.492582202304199	2.8501966990325935	3.2270907156449886	3.6015886172802025	1.1648031858421906	3.79632817292466	3.7426519544247263	2.7723003410252565	1.013468026362946	1.5652259422981787	1.4132160202133406	3.320639788860027	1.1731131489970135	3.1231068095851593	4.806631698666405	3.8608198261107116	0.1489662981393746	2.4345857191488	3.386676978814161	5.01916193170435	2.2011303397129414	2.4447830042600347	2.058963841930312	3.248891252002446	3.7700099522733947
C2 Ceramide (d18:1)	-2.1423085172901226	-1.670105328468939	-0.32186686275168197	2.0769323629121406	-0.4016052193239865	0.4918392364485703	-0.7060191936682001	0.9512974836113302	-1.5676069563200623	1.3529608476313948	-1.7744959668612488	-1.9487235936465792	-0.06544250367386267	-1.5193980284252158	-0.20045805967971297	-2.0158802186153	-1.9689200385270273	-1.7974106098096398	1.4136336523012036	0.9296193656864433	0.7533828424274485	-0.5054083242084486	-1.211676047006783	-1.8947239678057408	-0.5875924286332136	-1.180401789654432	-0.5366199095057238	-0.7982902350854895	-1.7060039761844399	-1.2018379909338213	-1.7630385920767377	-0.5046444910643604	0.0997737061237205	1.6522040097089694	-1.8512540193953393	-1.1766921673261561	-1.5761951407508206	-1.1723278039177805	-0.052796134016967755	-1.4329330799452746	-1.7954860041634912	1.2163026681830447	1.8005456758506342	1.3846655416881681	-0.11271578112543201	-0.8326497887522973	0.7202480714934603	-1.499966027160386	-2.7027523400118794	-1.428935597700837	0.8004546479281375	-1.0497202810352733	-1.3287500913308545	-1.7515912340337865	0.05132693578959921	-1.2899285991198237	-2.239355233228246	-0.4009670614993954	-1.3254243847021847
C2 carnitine	0.7220112869446471	0.7168267064633036	0.4290150679337993	0.561316172111523	1.1061080150434002	0.3779168504439815	0.5065684198063964	0.4438781252063617	0.9618722048423973	0.6283219052892592	0.9200585149413385	0.8788316741692315	0.45722119686268486	0.8956655483536009	0.8234681441761058	0.9157011162100848	0.8522182039056203	0.9185620124819516	-0.03788205343653117	0.3108671313287219	0.27573081345916206	0.9001467839197419	0.9198028180290514	1.1832663862380008	0.9122425055596942	0.8607926226102871	0.5536334854079696	0.9648396079191501	0.8086022930723323	1.0208320709702134	0.9357908543913832	0.8427468267252618	0.2602456188713387	0.4804863841247493	0.9224729502791453	0.8103773097918885	0.878364957503623	0.9663020184242992	0.48632550330030294	1.002551735222256	0.976428217516828	0.8966498015529298	0.5516271954588886	0.624278919193066	0.5318005092882978	0.9339425787903951	0.5269519895889885	0.8520439626182186	1.185219680950337	1.0158389407592332	0.29363858327193115	0.7218095018915294	0.9217465785752121	1.2620131022931416	0.7104235244470437	0.7206844358115703	0.5784389514996986	0.9297042000002733	0.9977104316598115
C20 carnitine	-0.23574339953847168	-0.03380741876776705	1.8427577667817343	2.951804913248326	-1.0085288056901227	2.4446869767991513	1.5871598181003295	2.7356815437965194	-0.9116731864233034	2.2144209198602676	-0.7381342713616341	-0.535393001089111	1.8244066266003838	-0.3821042320151387	0.11049793948248343	-0.7705426973404161	-0.4434853531015148	-0.7592854126376181	4.420937161001338	2.7455487981025275	2.998486097295195	0.4062760468429092	-0.49085190134699985	-1.8951150623256106	-0.3267144675994501	0.20646336896065542	1.1055028508952758	-0.4742166138786237	-0.35709762347893104	-1.0731183189368971	-0.7721411313460164	0.06688526583736487	2.6997649161406976	2.6035802234450665	-0.7433616068226436	0.15005533502292634	-0.2748716482572262	-0.755879413683413	1.9317480129358267	-0.9455268667373309	-0.9336553406804153	1.0031893541541779	3.0649537687864687	1.852964468585503	1.5229978699254638	-0.12697488368719168	2.300567888985612	-0.3122506410772803	-1.9185312357401925	-0.994465920721884	3.029389217308118	0.4706344685207646	-0.4455527770061931	-2.0441535264566513	0.8577403926328372	0.5513865275319301	0.17499367087071221	-0.02532676601322592	-0.9195093459244532
C20:0 LPE	0.4242555689519467	0.2573583175514824	-0.6191218389371153	-1.3217245161120044	0.3598227374152785	-0.9728540641857223	-0.4055960297801162	-1.0794910974126084	0.5559414051489528	-0.9637336134997225	0.5600813417274342	0.5497708008719759	-0.6651829502969466	0.42301567639988485	-0.09186672340222124	0.6316045667949919	0.5211751743440332	0.5657454795309218	-1.8583290091281035	-1.2010424157585542	-1.209047393600974	0.03796565816031272	0.36378040405071843	0.971357445498144	0.15715051717263295	0.2236184573374198	-0.35719144199105224	0.2838006090855063	0.3918732031505271	0.5226250438084852	0.5751943652612111	0.022555251390085518	-0.9989922728774732	-1.2352769663476915	0.5857278658748106	0.17936892108764813	0.4084274116088866	0.42652223104550213	-0.6529177031885152	0.5594440015353719	0.6384483889559132	-0.537818698478647	-1.2617867876118516	-0.9393126970482877	-0.5463129768055546	0.22809497311603744	-0.883075947724778	0.36557359704611025	1.2128623014498086	0.5752515216506224	-1.2088214407286757	0.02402140088707716	0.39728064310268674	1.01961050303819	-0.35304889420237984	0.08417799914287905	0.2727228780022625	0.08419783007554704	0.5188376889763537
C20:0 SM	-2.783787181057691	-2.5508641601784405	-1.2588464879061747	1.445189302877127	-1.9881910342452365	-0.6660958746334055	-0.9752031079855525	0.4408052052353988	-2.507073916333766	0.6153421811844106	-2.412577172191977	-2.211682266868844	-1.1844792435411389	-1.9069490052061804	-1.898971751344435	-2.4392299790951446	-2.237306075334551	-2.422894824135143	-0.02916778914984597	-0.6907962474366995	-0.3469086925990301	-0.37210964999036644	-2.018015986835863	-2.7515462555916437	-2.0320196722728725	-0.9345816932221422	-1.795097231893578	-1.7871925761426164	-2.517737052166292	-2.551085409980953	-2.3553791089154625	-1.7299892132599328	-0.8821321325287046	0.10064447894832407	-2.3722012221265185	-1.484471169293816	-1.7126182465903113	-2.276852840914663	-0.6809829638198817	-2.3068337824991714	-2.3080433424878617	0.22228887187720847	1.751136435856497	-0.24804696885020938	-1.2406865814819397	-1.2557929817321405	0.21207256041484657	-2.079548375637397	-2.400576805143838	-2.2856856621037394	-0.1469377396809902	-1.5941658560709417	-1.885805445035346	-2.4584719068102503	-1.2913885908822467	-1.2884178789616332	-3.062830113561312	-1.2158787438703715	-2.305158877786095
C20:1 LPC	-1.2620659889056725	-1.2288330397046363	-1.0950756703541655	-0.9716258333320393	-1.2023268388171537	-1.0299645077889132	-1.1476909940311684	-1.028807246877334	-1.2628794359500808	-1.0259990904633574	-1.2697138516537407	-1.2812429081325938	-1.0786715763722814	-1.2534223321725824	-1.143392898315314	-1.2856883578160552	-1.2759918819571057	-1.275959322924249	-0.90264517218336	-0.988901283891993	-1.0007419301106526	-1.2098708004029808	-1.2387697083302456	-1.3197991780726448	-1.1806992812056962	-1.2423398615398964	-1.124908321513767	-1.2148679498285073	-1.2445097926371878	-1.2404393188160785	-1.2729066402795457	-1.1702525663596777	-1.042806617513296	-0.9682631033625033	-1.276685726285576	-1.2270972662563167	-1.2662968750528232	-1.2359382258068914	-1.0914256693461561	-1.2603928285879045	-1.2895609925325768	-1.0797513385187623	-0.9977463336265066	-1.011920259821295	-1.091402294387748	-1.2183176802277194	-1.0530994298857368	-1.2477698538701527	-1.3945285607203113	-1.2651123077723692	-1.0024178171429488	-1.1967108472135946	-1.2458424822076328	-1.3284466508638788	-1.109514138526479	-1.223289055217224	-1.237704674523805	-1.187034338231908	-1.254482134711063
C20:3 CE	0.022337657933972688	-0.2095590889629504	-1.4001901585847394	-2.919075877028212	-0.3462395881777107	-1.9125566242293885	-1.2934546175624808	-2.363216959430403	0.02491966937311263	-2.3329195011937864	0.009607128479687255	-0.05431843287838256	-1.4712642410517198	-0.27131160680093963	-0.7645025779840076	0.08877905153856624	-0.06890796890224159	0.01627018038539685	-2.8950031069370477	-2.117679761348371	-2.2219625122748003	-1.1127951583764224	-0.3030477063436079	0.4648347423109631	-0.49508631815231074	-0.7540684042536732	-1.006237259940996	-0.4568400962711845	-0.10325529168509584	-0.0032136292029572022	0.004134663956917861	-0.7059912313982275	-1.8549483039515084	-2.4160938095393476	0.022049253664648605	-0.624124631713999	-0.34461698892311654	-0.17078360142272286	-1.6160809616263603	-0.03805438275933892	0.04139588639559921	-1.849172436959119	-2.951547416967636	-2.0503114568069325	-1.3505527944520923	-0.6641775424817821	-2.116007570097895	-0.270424915657403	0.5915255007882751	-0.03246714658661931	-2.2845797872983393	-0.7251217768005789	-0.30845861165367405	0.40907973031158873	-1.179263485481675	-0.7596593028803165	-0.014643454288364055	-0.8166329492465842	-0.07872122662228342
C20:3 LPC	1.0611826221772926	0.9646110601817068	0.2651464309890056	-0.2330167854955949	1.2148935432605263	0.02060572203083899	0.3710508138871065	-0.10374391867622168	1.2505322711504907	0.05210555997942112	1.2116263254907338	1.154976113947515	0.25832179074973455	1.0814744056955936	0.826511788599186	1.2398542404929647	1.1278898388172947	1.2139353850930896	-0.6967266329335183	-0.11393601966471167	-0.18197998651963454	0.7540207510558448	1.0880497639891225	1.5993589885520527	1.0030160595082385	0.8649052715837409	0.5189716031200045	1.0615530112264073	1.0787301128094198	1.2842853087130985	1.2220432870249294	0.865596310159874	-0.047858262829054476	-0.09952519341414989	1.2187389754421096	0.875812870604411	1.0407416807927476	1.175862977379091	0.22509476132291556	1.2573988209055758	1.2701177306694706	0.45549573470759075	-0.25190324021364263	0.15938510245953186	0.3645077054347099	0.9558870140725942	0.059121279283402384	1.0479992477173359	1.6549519194343683	1.2705320683481376	-0.19249967589523873	0.7647651425899322	1.0872883691900792	1.639926686291946	0.5729192352165376	0.7520221157890496	0.9324396100216246	0.8915039122692345	1.2377336600877236
C20:4 CE	-0.050231244101164974	-0.1677830139329397	-0.7345507171877522	-1.5435877371303324	-0.29649890960904557	-0.9877185024854932	-0.7007266041349594	-1.2405453319967197	-0.08701705949712801	-1.2507040461366712	-0.08819560292235273	-0.11841240018362198	-0.773158864412717	-0.2312331891947324	-0.46640351584859197	-0.047279841672394296	-0.12033098864324353	-0.08746602250536517	-1.426626065887786	-1.0816289746398022	-1.1330643827531386	-0.6774482411597686	-0.25240739738704576	0.10399434736834712	-0.34061636129776074	-0.48358835022720803	-0.549394274380562	-0.33625633169380986	-0.1268745281494742	-0.10622979005842104	-0.09433438965485952	-0.4415723316289959	-0.9429528823048472	-1.2616327054609622	-0.08308075852966978	-0.4048107844711053	-0.2731513333576605	-0.18730806985349613	-0.8573873853518525	-0.1257220655649922	-0.08633538554990672	-1.0457150251062455	-1.5642813900890746	-1.0982544032307535	-0.7215782852891617	-0.44146128433584997	-1.1242048623188432	-0.22542572430068253	0.15634358321023534	-0.12663455628640774	-1.1691800613811556	-0.43807632039710165	-0.2549221341334704	0.05968449705152512	-0.6620401562572259	-0.4620533147692978	-0.04195321785258371	-0.5178487356602748	-0.14699827272118782
C20:4 LPC	-2.8873064816482428	-2.7356671694496666	-1.2319796891767916	-0.1557651138118441	-3.4699559451394784	-0.7500061982005229	-1.3487873688861525	-0.3921192750078546	-3.3916414952689418	-0.783158274369625	-3.2306246597720154	-3.0341594200226067	-1.2530632547136076	-2.903640919439895	-2.636474421462575	-3.2403283225015604	-2.967821561026962	-3.247054330520848	0.7552745407344206	-0.5636786449170528	-0.30627346679812506	-2.1493443588834706	-3.0271792957119814	-4.139245690583872	-2.953483127992412	-2.335927685490212	-1.8514801501702605	-3.0090871355916926	-2.968405405064593	-3.5466662539703897	-3.24782369722176	-2.618309837143321	-0.5650017668416429	-0.5976705741061017	-3.2221901936381254	-2.4665001746191604	-2.789501559253631	-3.268781244282894	-1.0936246455991518	-3.394915714093517	-3.359315239256956	-1.740013579365569	-0.0015017075204551977	-1.1936782387130087	-1.4829468798037069	-2.6620558511122336	-0.7350480662765242	-2.8814895745913733	-4.039694556883982	-3.428743235968889	-0.25474000955950926	-2.2539197459537688	-2.962600858827906	-4.214897104554841	-2.000306645993139	-2.126917546861284	-2.6174278592233624	-2.613249154073076	-3.3839651670895528
C20:4 LPE	-1.9005753610643559	-1.7999889838253424	0.19852679323022537	1.5485730933020978	-3.1979163606973238	0.7398907794148771	0.2518369289208211	1.374041277234219	-2.775837191365994	0.6998907910807981	-2.4405998418685577	-2.03706961061041	0.08915794252662396	-1.9326862861672938	-2.0453909818447773	-2.370155321104604	-1.9407618088364946	-2.456885762386436	2.733029567437363	0.8374118810914142	1.3663448366788962	-0.8232889630702998	-2.2555279389772807	-3.7966296736765863	-2.392741288764475	-0.984625002757326	-0.755565039591424	-2.3272319666084167	-2.115003869633102	-3.1517485051042335	-2.4546843659145647	-1.8597968872680386	1.1017185191942793	0.7187812732265582	-2.388604004335262	-1.3182155277033965	-1.6926819976647258	-2.6886372902129088	0.4470102217788761	-2.780001019887126	-2.589167858913113	-0.7330771484399241	1.957434865914339	-0.1310598611376701	-0.24066312669116874	-1.6739480100228228	0.9051702393378425	-1.9515353521369607	-3.2512127433145244	-2.824158806576777	1.4750601214106953	-1.0891461477077053	-2.0842525294449112	-3.883167125313986	-1.063872700307276	-0.7329851541032628	-1.547557607213925	-1.756656910357842	-2.803724148211483
C20:4 carnitine	2.0937434667739856	1.9058280653717765	1.1347495364553937	0.795069847504708	1.9656650627451562	0.7982056927956155	1.51478154156504	0.9427170982514916	2.218257861982423	1.0481624116880193	2.2864725009610467	2.366956071341489	1.0636983367525907	2.2503758177095934	1.479157828316863	2.395730945824753	2.331987942172687	2.2941586250975363	-0.10668317102556613	0.473672626263143	0.5998230737408314	2.1342417770893265	2.1017954567545942	2.6410818936760356	1.768970226839174	2.276402293755133	1.287124270162604	2.01501066274282	2.0642997241817023	2.105736079052445	2.317987479693956	1.7040116396732767	0.7736350179272029	0.5517450195240712	2.3392116637228444	2.0622320395994795	2.3051584984204863	2.0823737767329584	1.227552344292625	2.259133981415194	2.4062273466482242	1.4051388240514084	0.9996027671076627	0.8069212255967582	1.1804937018526354	2.1227642931845194	1.1209461728920265	2.1346839530105375	3.144679819059692	2.2820646176736212	0.6524937771078173	1.8414519047828428	2.19695858530224	2.756848491654245	1.342096284590311	2.04021878743575	1.8644225916302444	1.9079534093786688	2.198524870666862
C20:5 CE	-1.0032642699542584	-0.7638550956185299	1.196470176100909	2.1994127162920325	-1.744119799926299	1.8446465977281528	0.8091392940746944	2.0043014427258248	-1.704337065135817	1.4652794199395425	-1.56593560129998	-1.412415638683787	1.198777020708624	-1.2459970852572484	-0.5262810740462118	-1.6303918417082304	-1.3111669407048117	-1.589886497339394	3.9815688842190586	2.237148278390025	2.415958490662207	-0.5552695791540172	-1.296639715227542	-2.763200221434824	-1.0271051366423962	-0.7560640531092699	0.477405518047455	-1.265160663406271	-1.1242690040349315	-1.8170017750330165	-1.6123313006339313	-0.6508518623854289	2.1063165665002597	2.030476078801215	-1.5906753426118863	-0.7067922648278313	-1.1770889699109097	-1.5252535063007349	1.2160840529425354	-1.7613512072225346	-1.8004453490904506	0.21797349214104234	2.2206818853105	1.252119798087401	0.8781179538804254	-1.0015881100203714	1.5473230994159057	-1.1333814906123538	-2.974664182545175	-1.817702405217902	2.4162205435614683	-0.32107405105291975	-1.2910920084551105	-2.961596020667568	0.19459430332343705	-0.3294440208469229	-0.518882353460363	-0.8376776848767751	-1.7180709972335357
C20:5 LPC	0.10282047381162873	0.09714645461905702	-0.004115130057496752	-0.1353150656587001	0.14227370593517108	-0.032152426759698094	-0.03447603418630063	-0.10662741346705817	0.128085599801397	-0.08030745569048658	0.11133305039396646	0.08224430203582322	0.003438001056190687	0.07432783354758939	0.10259871370104001	0.1066877793068397	0.08195061463242782	0.1072016953282735	-0.11292813035455052	-0.028626372710897963	-0.06634426091863821	-0.029757283472931384	0.09069003323136116	0.16808915142210656	0.11748178711762025	-0.00549210879665174	0.04933575366797993	0.09281250054781687	0.10757061064123363	0.1536618697174401	0.10848666747072666	0.08351401336672493	-0.046303553995895363	-0.045471486018188845	0.10585635987959763	0.03229704535645839	0.04712225933346703	0.12247685319578805	-0.03527261061592818	0.12253230346356414	0.10324025293975048	-0.02088409717874118	-0.1721322795892254	-0.009875203487919038	0.018370039382255232	0.04533820556832324	-0.08083432907562083	0.078841237094601	0.10823323607133073	0.12054039938845351	-0.07857415750250904	0.037395621254764366	0.07986772914722695	0.1566496596458462	0.04938597860017699	0.0013145423326630379	0.10744888582983209	0.053225848806557785	0.12249201105172425
C22:0 Ceramide (d18:1)	-0.854162416213615	-1.1773313708693385	-2.677818641346225	-4.2101784355029235	-1.2963185353226745	-3.3356047537465834	-2.335985018750331	-3.6241949371971005	-0.7936408698093	-3.5493308264042485	-0.7570640374488917	-0.7513443489059299	-2.7902701647112544	-1.0169231041254783	-1.948600698351843	-0.6159581161891505	-0.7852320145418152	-0.7442045851401056	-4.734554990561277	-3.720536821606789	-3.7198358360455672	-1.8050817505550931	-1.1447393972428443	-0.15913978610285584	-1.5355622160570346	-1.4020838479030606	-2.254235522409771	-1.3400138368943608	-0.9909923740936887	-0.9015966223915652	-0.7418377488861206	-1.7495134967469574	-3.288406505564213	-3.941062660188872	-0.710997919811305	-1.4310537972338726	-1.0367808237444351	-1.0523639154665974	-2.8045424294231993	-0.8244737807091318	-0.6523959305215143	-2.9253166276563274	-4.097192377015836	-3.4723267200972288	-2.617949741267158	-1.4399408566727572	-3.3045024816344095	-1.0876839571638857	0.2921549738291205	-0.804715652564135	-3.739396292275593	-1.6581742597267788	-1.0865893621509513	-0.135740838060034	-2.3822800760660536	-1.551110999004801	-1.0265867673872775	-1.7135618767246452	-0.8983194277898097
