	feature_id	axis	embed_type	values
339	asparagine	0	metabolite	1.3451480865478516
340	aspartate	0	metabolite	-0.6327177286148071
341	atenolol	0	metabolite	1.2833958864212036
342	azelate	0	metabolite	1.1703863143920898
343	beta-alanine	0	metabolite	0.9920626878738403
344	beta-guanidinopropionic acid	0	metabolite	0.2332746386528015
345	beta-sitosterol	0	metabolite	2.039675235748291
346	betaine	0	metabolite	1.3456918001174927
347	bilirubin	0	metabolite	0.672613263130188
348	biliverdin	0	metabolite	0.9085375070571899
349	biotin	0	metabolite	-0.8365486264228821
350	butyrate	0	metabolite	0.6981808543205261
351	butyrobetaine	0	metabolite	-0.2151954621076584
352	cadaverine	0	metabolite	-1.6285295486450195
353	caffeine	0	metabolite	0.6413337588310242
354	caprate	0	metabolite	0.9346749186515808
355	caproate	0	metabolite	0.6435790657997131
356	caprylate	0	metabolite	1.4219586849212646
357	carboxyibuprofen	0	metabolite	2.028021812438965
358	carnitine	0	metabolite	-0.12065392732620239
359	carnosol	0	metabolite	1.2753193378448486
360	carnosol_isomer	0	metabolite	2.186082124710083
361	cetrizine	0	metabolite	2.7431046962738037
362	chenodeoxycholate	0	metabolite	1.0545003414154053
363	cholate	0	metabolite	-0.4447971284389496
364	cholesterol	0	metabolite	-0.3726626932621002
365	choline	0	metabolite	0.7883044481277466
366	cinnamoylglycine	0	metabolite	0.4776991307735443
367	citrate	0	metabolite	2.164821147918701
368	citrulline	0	metabolite	-0.9123983979225159
369	corticosterone	0	metabolite	2.141233205795288
370	cortisol	0	metabolite	0.5401697754859924
371	cotinine	0	metabolite	3.686020612716675
372	creatine	0	metabolite	0.4131360650062561
373	creatinine	0	metabolite	1.267000675201416
374	crustecdysone	0	metabolite	2.032672882080078
375	cystine	0	metabolite	3.2963268756866455
376	cytidine	0	metabolite	0.056668832898139954
377	cytosine	0	metabolite	1.5021677017211914
378	dCMP	0	metabolite	2.9617300033569336
379	dTMP	0	metabolite	1.8067070245742798
380	deoxycholate	0	metabolite	0.08397344499826431
381	diacetylspermine	0	metabolite	1.198100209236145
382	diaminopimelate	0	metabolite	1.1015571355819702
383	dihydroorotate	0	metabolite	2.260244369506836
384	dimethylglycine	0	metabolite	2.276911735534668
385	docosahexaenoate	0	metabolite	-0.3300374746322632
386	docosapentaenoate	0	metabolite	0.6047149300575256
387	dodecanedioate	0	metabolite	0.5801724195480347
388	dodecanoate	0	metabolite	1.642761468887329
389	ectoine	0	metabolite	1.7752840518951416
390	eicosadienoate	0	metabolite	0.5418035984039307
391	eicosanedioate	0	metabolite	1.6421823501586914
392	eicosapentaenoate	0	metabolite	-0.35124194622039795
393	eicosatrienoate	0	metabolite	-0.770177960395813
394	eicosenoate	0	metabolite	1.321480393409729
395	epiandrosterone	0	metabolite	1.4505869150161743
396	erythronate	0	metabolite	0.5316185355186462
397	ethyl glucuronide	0	metabolite	1.56110680103302
398	fructose/glucose/galactose	0	metabolite	1.869341492652893
399	fucose	0	metabolite	2.0878067016601562
400	fumarate/maleate	0	metabolite	1.4162827730178833
401	furosemide	0	metabolite	1.9090498685836792
402	gabapentin	0	metabolite	0.7936513423919678
403	gemfibrozil	0	metabolite	1.3236641883850098
404	gentisate	0	metabolite	0.8411575555801392
405	glutamate	0	metabolite	0.72825688123703
406	glutamine	0	metabolite	1.7311853170394897
407	glycerate	0	metabolite	1.6484947204589844
408	glycine	0	metabolite	1.237352728843689
409	glycochenodeoxycholate	0	metabolite	1.0879886150360107
410	glycocholate	0	metabolite	0.18999186158180237
411	glycodeoxycholate	0	metabolite	1.2323145866394043
412	glycolithocholate	0	metabolite	0.6250016093254089
413	glycoursodeoxycholate	0	metabolite	1.6767498254776
414	guanidoacetic acid	0	metabolite	0.9864965081214905
415	guanine	0	metabolite	2.001986265182495
416	guanosine	0	metabolite	2.9256510734558105
417	heptadecanoate	0	metabolite	1.2277798652648926
418	heptanoate	0	metabolite	2.8709638118743896
419	hexadecanedioate	0	metabolite	3.270260810852051
420	hippurate	0	metabolite	3.58563494682312
421	histamine	0	metabolite	0.08432973176240921
422	histidine	0	metabolite	0.4529905915260315
423	histidinol	0	metabolite	-0.22354863584041595
424	homoarginine	0	metabolite	0.04388957470655441
425	homocitrulline	0	metabolite	2.2964000701904297
426	homovanillate	0	metabolite	2.36210298538208
427	hydrochlorothiazide	0	metabolite	1.9053705930709839
428	hydrocinnamate	0	metabolite	1.314557671546936
429	hydroxycotinine	0	metabolite	2.094813823699951
430	hydroxymyristate	0	metabolite	2.4709701538085938
431	hydroxyproline	0	metabolite	1.6612282991409302
432	hyodeoxycholate/ursodeoxycholate	0	metabolite	0.5351527333259583
433	hypoxanthine	0	metabolite	-0.6317899227142334
434	imidazole propionate	0	metabolite	0.1646566241979599
435	imidazoleacetic acid	0	metabolite	-0.6579810380935669
436	imidazolelactate	0	metabolite	1.0753229856491089
437	indole-3-propionate	0	metabolite	1.97495698928833
438	indoleacetate	0	metabolite	2.716862678527832
439	indoxyl sulfate	0	metabolite	0.5438307523727417
440	inosine	0	metabolite	1.8751479387283325
441	isoleucine	0	metabolite	-0.29402223229408264
442	ketodeoxycholate	0	metabolite	0.3682665526866913
443	kynurenic acid	0	metabolite	1.5572905540466309
444	lactate	0	metabolite	0.6251986622810364
445	lactose	0	metabolite	0.5479835867881775
446	leucine	0	metabolite	-1.1621652841567993
447	linoleate	0	metabolite	-0.2900163233280182
448	linoleoyl ethanolamide	0	metabolite	1.124262809753418
449	linoleoylethanolamide	0	metabolite	0.7418243885040283
450	lithocholate	0	metabolite	-1.083507776260376
451	lysine	0	metabolite	0.43231651186943054
452	malate	0	metabolite	2.657395124435425
453	malonate	0	metabolite	3.129591941833496
454	mandelate	0	metabolite	1.8678336143493652
455	masilinate	0	metabolite	1.0912092924118042
456	metformin	0	metabolite	-0.039436206221580505
457	methionine	0	metabolite	1.0479083061218262
458	methionine sulfoxide	0	metabolite	1.6694858074188232
459	methylimidazole acetic acid	0	metabolite	-1.2485475540161133
460	metronidazole	0	metabolite	1.2738417387008667
461	myristate	0	metabolite	0.5989792943000793
462	myristoleate	0	metabolite	2.767341136932373
463	nervonic acid	0	metabolite	0.7323325276374817
464	niacinamide	0	metabolite	1.330666422843933
465	nicotinate	0	metabolite	1.679627776145935
466	nicotinuric acid	0	metabolite	0.18516619503498077
467	nonadecanoate	0	metabolite	1.8855128288269043
468	norepinephrine	0	metabolite	1.7773571014404297
469	oleanate	0	metabolite	-0.8760918378829956
470	oleate	0	metabolite	-0.15473221242427826
471	olmesartan	0	metabolite	2.4695961475372314
472	ornithine	0	metabolite	2.2003209590911865
473	orotate	0	metabolite	1.7415632009506226
474	oxalate	0	metabolite	0.9122354388237
475	oxymetazoline	0	metabolite	2.45479416847229
476	oxypurinol	0	metabolite	1.378077507019043
477	p-hydroxyphenylacetate	0	metabolite	1.7061632871627808
478	palmitate	0	metabolite	0.0934036523103714
479	palmithoylethanolamide	0	metabolite	2.3369240760803223
480	palmitoleate	0	metabolite	-0.21777264773845673
481	palmitoylethanolamide	0	metabolite	1.7301875352859497
482	pantothenate	0	metabolite	0.02338089793920517
483	pentadecanoate	0	metabolite	-0.14996649324893951
484	pentose monophosphate	0	metabolite	0.8545478582382202
485	phenylacetate	0	metabolite	2.3008499145507812
486	phenylacetylglutamine	0	metabolite	2.6238744258880615
487	phenylalanine	0	metabolite	-1.9570637941360474
488	phenyllactate	0	metabolite	0.8607219457626343
489	phytanate	0	metabolite	1.9651126861572266
490	phytosphingosine	0	metabolite	-1.4051165580749512
491	pipecolic acid	0	metabolite	0.3753553330898285
492	piperine	0	metabolite	0.8867692947387695
493	porphobilinogen	0	metabolite	1.32896089553833
494	proline	0	metabolite	0.3289334177970886
495	proline betaine	0	metabolite	0.3088856339454651
496	propionate	0	metabolite	2.0191144943237305
497	pseudouridine	0	metabolite	1.645846962928772
498	pterin	0	metabolite	0.2106321007013321
499	putrescine	0	metabolite	2.1222991943359375
500	pyridoxine	0	metabolite	-1.5890374183654785
501	pyrocatechol	0	metabolite	1.029539704322815
502	quinine	0	metabolite	0.09819014370441437
503	riboflavin	0	metabolite	1.9087659120559692
504	ribothymidine	0	metabolite	2.498800039291382
505	saccharin	0	metabolite	1.7813429832458496
506	salicylate	0	metabolite	1.7463347911834717
507	sebacate	0	metabolite	1.6097497940063477
508	serine	0	metabolite	1.1387970447540283
509	serotonin	0	metabolite	1.2716686725616455
510	shikimate	0	metabolite	1.5493136644363403
511	sorbitol	0	metabolite	-0.05915777385234833
512	spermidine	0	metabolite	1.0646471977233887
513	sphinganine	0	metabolite	0.6700921058654785
514	sphingosine	0	metabolite	1.8497129678726196
515	sphingosine-isomer1	0	metabolite	0.7698572278022766
516	sphingosine-isomer2	0	metabolite	-0.2771240472793579
517	sphingosine-isomer3	0	metabolite	0.11802507936954498
518	stearate	0	metabolite	0.009311421774327755
519	suberate	0	metabolite	2.0791513919830322
520	succinate	0	metabolite	0.9666623473167419
521	sulfapyridine	0	metabolite	-0.027082150802016258
522	tartarate	0	metabolite	0.7963874340057373
523	taurine	0	metabolite	0.8442014455795288
524	tauro-alpha-muricholate/tauro-beta-muricholate	0	metabolite	0.4252035617828369
525	taurochenodeoxycholate	0	metabolite	1.2217622995376587
526	taurocholate	0	metabolite	-0.5027996897697449
527	taurodeoxycholate	0	metabolite	0.9603388905525208
528	taurohyodeoxycholate/tauroursodeoxycholate	0	metabolite	0.9628041386604309
529	taurolithocholate	0	metabolite	0.4429047703742981
530	tetradecanedioate	0	metabolite	1.6991925239562988
531	tetrahydro-1-methyl-beta-carboline-3-carboxylate	0	metabolite	2.614969491958618
532	theophylline	0	metabolite	1.7571219205856323
533	threonine	0	metabolite	1.7795594930648804
534	threosphingosine	0	metabolite	-1.027496099472046
535	thymine	0	metabolite	0.018257640302181244
536	trigonelline	0	metabolite	1.1827771663665771
537	trimethylamine-N-oxide	0	metabolite	1.6412732601165771
538	trimethylbenzene	0	metabolite	2.101764440536499
539	tryptophan	0	metabolite	0.04147881641983986
540	tyrosine	0	metabolite	-1.6075047254562378
541	undecanedionate	0	metabolite	2.154592752456665
542	uracil	0	metabolite	0.270525723695755
543	urate	0	metabolite	-0.6565943360328674
544	uridine	0	metabolite	1.0747023820877075
545	urobilin	0	metabolite	-2.223449230194092
546	valerate/isovalerate	0	metabolite	1.0673959255218506
547	valine	0	metabolite	-0.8813575506210327
548	xanthine	0	metabolite	0.33589205145835876
549	xanthurenate	0	metabolite	1.008184552192688
550	xylose	0	metabolite	0.9593522548675537
551	1-3-7-trimethylurate	1	metabolite	0.0
552	1-methylguanine	1	metabolite	1.3035882711410522
553	1-methylguanosine	1	metabolite	1.2361434698104858
554	1-methylhistamine	1	metabolite	0.6290704607963562
555	1-methylnicotinamide	1	metabolite	1.0613800287246704
556	1.2.3.4-tetrahydro-beta-carboline-1.3-dicarboxylate	1	metabolite	0.8929848670959473
557	10-heptadecenoate	1	metabolite	0.7183371782302856
558	10-nonadecenoate	1	metabolite	0.43271303176879883
559	12.13-diHOME	1	metabolite	1.1568093299865723
560	13-cis-retinoic acid	1	metabolite	2.3112173080444336
561	13-docosenoate	1	metabolite	0.05687274783849716
562	17-methylstearate	1	metabolite	1.1188137531280518
563	2'-O-methyladenosine	1	metabolite	1.1838124990463257
564	2-aminoadipate	1	metabolite	0.21983128786087036
565	2-aminobutyrate	1	metabolite	1.230819582939148
566	2-aminoheptanoic acid	1	metabolite	1.2279706001281738
567	2-deoxyadenosine	1	metabolite	-1.7833576202392578
568	2-deoxycytidine	1	metabolite	1.6804074048995972
569	2-hydroxy-3-methylbutyrate	1	metabolite	1.229259967803955
570	2-hydroxy-3-methylpentanoate	1	metabolite	1.0313278436660767
571	2-hydroxyglutarate	1	metabolite	0.7542237043380737
572	2-hydroxyhexadecanoate	1	metabolite	0.6575009822845459
573	2-hydroxyibuprofen	1	metabolite	1.474665641784668
574	2-hydroxyoctanoate	1	metabolite	1.7197177410125732
575	21-deoxycortisol	1	metabolite	0.8934032917022705
576	3'-O-methyladenosine	1	metabolite	0.6612412929534912
577	3-hydroxydecanoate	1	metabolite	0.6021068096160889
578	3-hydroxymethylglutarate	1	metabolite	0.06821368634700775
579	3-hydroxyoctanoate	1	metabolite	2.0256905555725098
580	3-methyladipate/pimelate	1	metabolite	0.5034424662590027
581	3-methylglutaconate	1	metabolite	1.1804922819137573
582	3-methylhistidine	1	metabolite	0.2140399068593979
583	3-methylxanthine	1	metabolite	-0.5251622796058655
584	4-aminophenol	1	metabolite	1.09671151638031
585	4-guanidinobutanoic acid	1	metabolite	0.6412823796272278
586	4-hydroxy-3-methylacetophenone	1	metabolite	0.8687454462051392
587	4-hydroxybenzaldehyde	1	metabolite	0.1001708060503006
588	4-hydroxybenzeneacetonitrile	1	metabolite	1.4415099620819092
589	4-hydroxystyrene	1	metabolite	0.1997450441122055
590	4-methylcatechol	1	metabolite	0.594944179058075
591	4-nitrophenol	1	metabolite	0.1308421492576599
592	4-pyridoxate	1	metabolite	0.5891852378845215
593	5-acetylamino-6-amino-3-methyluracil	1	metabolite	0.39671143889427185
594	5-aminolevulinic acid	1	metabolite	0.6905003786087036
595	5-dodecenoate	1	metabolite	1.8306121826171875
596	5-hydroxytryptophan	1	metabolite	1.401263952255249
597	5alpha-cholestan-3beta-ol	1	metabolite	1.3988584280014038
598	7-methylguanine	1	metabolite	0.38600412011146545
599	7-methylxanthine	1	metabolite	-0.4048910439014435
600	8-hydroxy-deoxyguanosine	1	metabolite	0.048479966819286346
601	9.10-diHOME	1	metabolite	0.38156452775001526
602	ADMA/SDMA	1	metabolite	0.32727813720703125
603	C10 carnitine	1	metabolite	1.667237639427185
604	C10:2 carnitine	1	metabolite	1.3029255867004395
605	C12 carnitine	1	metabolite	0.7706811428070068
606	C12:1 carnitine	1	metabolite	1.2924542427062988
607	C14 carnitine	1	metabolite	-0.21373720467090607
608	C14:0 CE	1	metabolite	1.2922598123550415
609	C14:0 LPC	1	metabolite	0.4477992057800293
610	C14:0 SM	1	metabolite	0.7966681718826294
611	C14:1 carnitine	1	metabolite	0.9922958016395569
612	C14:2 carnitine	1	metabolite	0.8978017568588257
613	C16 carnitine	1	metabolite	0.29932883381843567
614	C16-OH carnitine	1	metabolite	0.5290175676345825
615	C16:0 CE	1	metabolite	0.029319873079657555
616	C16:0 Ceramide (d18:1)	1	metabolite	1.0057393312454224
617	C16:0 LPC	1	metabolite	-2.247643232345581
618	C16:0 LPE	1	metabolite	0.16559912264347076
619	C16:0 SM	1	metabolite	-0.7760698199272156
620	C16:1 CE	1	metabolite	0.717868447303772
621	C16:1 LPC	1	metabolite	0.16805142164230347
622	C16:1 LPC plasmalogen	1	metabolite	0.9635134339332581
623	C16:1 LPE	1	metabolite	1.4436596632003784
624	C16:1 MAG	1	metabolite	0.7505821585655212
625	C16:1 SM	1	metabolite	0.377407968044281
626	C18 carnitine	1	metabolite	0.13392752408981323
627	C18:0 CE	1	metabolite	0.19584129750728607
628	C18:0 LPC	1	metabolite	1.0142714977264404
629	C18:0 LPE	1	metabolite	0.7544427514076233
630	C18:0 LPE-A	1	metabolite	0.330981969833374
631	C18:0 LPE-B	1	metabolite	0.9345666766166687
632	C18:0 MAG	1	metabolite	0.35208678245544434
633	C18:0 SM	1	metabolite	-0.21689894795417786
634	C18:1 CE	1	metabolite	0.6632441282272339
635	C18:1 LPC	1	metabolite	0.6450174450874329
636	C18:1 LPC plasmalogen	1	metabolite	0.6844222545623779
637	C18:1 LPE	1	metabolite	-0.2817521393299103
638	C18:1 SM	1	metabolite	0.6923884153366089
639	C18:1 carnitine	1	metabolite	1.3857097625732422
640	C18:1-OH carnitine	1	metabolite	0.968185544013977
641	C18:2 CE	1	metabolite	-0.8070234060287476
642	C18:2 LPC	1	metabolite	-0.9136737585067749
643	C18:2 LPE	1	metabolite	-0.17414337396621704
644	C18:2 carnitine	1	metabolite	1.0466716289520264
645	C18:3 CE	1	metabolite	0.906001091003418
646	C18:3 LPC	1	metabolite	0.2633521556854248
647	C2 Ceramide (d18:1)	1	metabolite	1.511734962463379
648	C2 carnitine	1	metabolite	0.6363322138786316
649	C20 carnitine	1	metabolite	0.5306121110916138
650	C20:0 LPE	1	metabolite	0.7250459790229797
651	C20:0 SM	1	metabolite	1.50558340549469
652	C20:1 LPC	1	metabolite	0.8199411034584045
653	C20:3 CE	1	metabolite	-0.09907177835702896
654	C20:3 LPC	1	metabolite	0.49715501070022583
655	C20:4 CE	1	metabolite	0.20388776063919067
656	C20:4 LPC	1	metabolite	0.5074622631072998
657	C20:4 LPE	1	metabolite	2.0040030479431152
658	C20:4 carnitine	1	metabolite	0.3441881835460663
659	C20:5 CE	1	metabolite	-0.147396057844162
660	C20:5 LPC	1	metabolite	0.16224028170108795
661	C22:0 Ceramide (d18:1)	1	metabolite	0.2068914771080017
662	C22:0 LPE	1	metabolite	1.8970509767532349
663	C22:0 SM	1	metabolite	1.306447148323059
664	C22:1 MAG	1	metabolite	1.503433108329773
665	C22:1 SM	1	metabolite	2.4522740840911865
666	C22:4 CE	1	metabolite	1.530552864074707
667	C22:5 CE	1	metabolite	0.8513216376304626
668	C22:6 CE	1	metabolite	1.2270257472991943
669	C22:6 LPC	1	metabolite	1.411973237991333
670	C22:6 LPE	1	metabolite	0.19411881268024445
671	C24:0 Ceramide (d18:1)	1	metabolite	1.7340552806854248
672	C24:0 SM	1	metabolite	0.8903734683990479
673	C24:1 Ceramide (d18:1)	1	metabolite	0.29847708344459534
674	C24:1 SM	1	metabolite	0.5598283410072327
675	C3 carnitine	1	metabolite	0.9246324300765991
676	C3-DC-CH3 carnitine	1	metabolite	1.4629316329956055
677	C30:0 DAG	1	metabolite	0.2286117821931839
678	C30:0 PC	1	metabolite	1.1289838552474976
679	C32:0 DAG	1	metabolite	0.7592476010322571
680	C32:0 PC	1	metabolite	0.8169643878936768
681	C32:0 PE	1	metabolite	1.595942735671997
682	C32:1 DAG	1	metabolite	0.7868971228599548
683	C32:1 PC	1	metabolite	2.083559036254883
684	C32:2 DAG	1	metabolite	1.1357783079147339
685	C34:0 DAG	1	metabolite	0.7375630736351013
686	C34:0 PC	1	metabolite	0.19033652544021606
687	C34:0 PE	1	metabolite	2.220505952835083
688	C34:1 DAG	1	metabolite	0.15743760764598846
689	C34:1 PC	1	metabolite	0.8061749935150146
690	C34:1 PC plasmalogen	1	metabolite	-0.6850906014442444
691	C34:2 DAG	1	metabolite	-1.7573186159133911
692	C34:2 PC	1	metabolite	1.1266282796859741
693	C34:2 PC plasmalogen	1	metabolite	1.1317626237869263
694	C34:3 DAG	1	metabolite	0.7757214307785034
695	C34:3 PC	1	metabolite	1.8583821058273315
696	C34:4 PC plasmalogen	1	metabolite	1.5059220790863037
697	C36:0 DAG	1	metabolite	-0.5362148284912109
698	C36:1 DAG	1	metabolite	0.45598042011260986
699	C36:1 PC	1	metabolite	1.2483890056610107
700	C36:1 PC plasmalogen	1	metabolite	0.20938479900360107
701	C36:2 DAG	1	metabolite	0.8529413342475891
702	C36:2 PC	1	metabolite	1.0958588123321533
703	C36:2 PC plasmalogen	1	metabolite	0.9392370581626892
704	C36:3 DAG	1	metabolite	-0.6118028163909912
705	C36:3 PC	1	metabolite	0.6566751003265381
706	C36:4 DAG	1	metabolite	-0.8326913714408875
707	C36:4 PC plasmalogen	1	metabolite	1.6067885160446167
708	C36:4 PC-A	1	metabolite	1.288470983505249
709	C36:4 PC-B	1	metabolite	2.047849416732788
710	C36:5 PC plasmalogen	1	metabolite	1.8102506399154663
711	C38:2 PC	1	metabolite	2.804147481918335
712	C38:3 PC	1	metabolite	1.0488803386688232
713	C38:4 PC	1	metabolite	0.6750829815864563
714	C38:4 PC plasmalogen	1	metabolite	1.27048659324646
715	C38:5 DAG	1	metabolite	0.1909036785364151
716	C38:6 PC	1	metabolite	1.6809099912643433
717	C4 carnitine	1	metabolite	-0.46144530177116394
718	C42:0 TAG	1	metabolite	1.3321845531463623
719	C44:0 TAG	1	metabolite	0.910031795501709
720	C44:1 TAG	1	metabolite	1.418125867843628
721	C44:2 TAG	1	metabolite	1.6317763328552246
722	C45:0 TAG	1	metabolite	1.186991572380066
723	C46:0 TAG	1	metabolite	1.1643754243850708
724	C46:1 TAG	1	metabolite	0.7848590612411499
725	C46:2 TAG	1	metabolite	0.6749441623687744
726	C46:3 TAG	1	metabolite	2.0665664672851562
727	C48:0 TAG	1	metabolite	1.304934024810791
728	C48:1 TAG	1	metabolite	1.6579302549362183
729	C48:2 TAG	1	metabolite	1.5818045139312744
730	C48:3 TAG	1	metabolite	-0.2128996104001999
731	C48:4 TAG	1	metabolite	0.8929186463356018
732	C5 carnitine	1	metabolite	1.465230941772461
733	C50:0 TAG	1	metabolite	-0.570560872554779
734	C50:1 TAG	1	metabolite	0.4647914171218872
735	C50:2 TAG	1	metabolite	0.2866954207420349
736	C50:3 TAG	1	metabolite	-0.7299329042434692
737	C50:4 TAG	1	metabolite	0.6538190245628357
738	C50:5 TAG	1	metabolite	1.0248360633850098
739	C51:0 TAG	1	metabolite	2.4483160972595215
740	C51:1 TAG	1	metabolite	2.484480619430542
741	C51:2 TAG	1	metabolite	1.5557740926742554
742	C51:3 TAG	1	metabolite	1.0213263034820557
743	C52:0 TAG	1	metabolite	0.7229515910148621
744	C52:1 TAG	1	metabolite	0.7845436930656433
745	C52:2 TAG	1	metabolite	0.3769162595272064
746	C52:3 TAG	1	metabolite	1.3816636800765991
747	C52:4 TAG	1	metabolite	0.38800472021102905
748	C52:5 TAG	1	metabolite	0.2772146761417389
749	C52:6 TAG	1	metabolite	0.7845315337181091
750	C52:7 TAG	1	metabolite	1.474078893661499
751	C53:3 TAG	1	metabolite	0.4309210777282715
752	C54:1 TAG	1	metabolite	0.12216716259717941
753	C54:2 TAG	1	metabolite	0.2514913082122803
754	C54:3 TAG	1	metabolite	-0.29336419701576233
755	C54:4 TAG	1	metabolite	0.46540969610214233
756	C54:5 TAG	1	metabolite	-0.9672521948814392
757	C54:6 TAG	1	metabolite	-1.3626536130905151
758	C55:2 TAG	1	metabolite	2.0474166870117188
759	C55:3 TAG	1	metabolite	1.2393405437469482
760	C56:1 TAG	1	metabolite	0.7647047638893127
761	C56:2 TAG	1	metabolite	0.547093391418457
762	C56:3 TAG	1	metabolite	0.39014261960983276
763	C56:4 TAG	1	metabolite	0.4096214771270752
764	C56:6 TAG	1	metabolite	1.4030895233154297
765	C56:7 TAG	1	metabolite	1.0320217609405518
766	C58:10 TAG	1	metabolite	0.07710477709770203
767	C8 carnitine	1	metabolite	0.010662520304322243
768	C9 carnitine	1	metabolite	1.522579550743103
769	N-acetyalanine	1	metabolite	2.481994390487671
770	N-acetylaspartic acid	1	metabolite	1.4231950044631958
771	N-acetylglutamate	1	metabolite	0.5652872920036316
772	N-acetylglutamine	1	metabolite	1.061983346939087
773	N-acetylhistamine	1	metabolite	-0.2879660725593567
774	N-acetylhistidine	1	metabolite	0.8583310842514038
775	N-acetylornithine	1	metabolite	1.531464695930481
776	N-acetylputrescine	1	metabolite	-0.977056086063385
777	N-alpha-acetylarginine	1	metabolite	0.5054922699928284
778	N-carbamoyl-beta-alanine	1	metabolite	1.898398518562317
779	N-methylproline	1	metabolite	0.06126255914568901
780	N1,N12-diacetylspermine	1	metabolite	0.24416013062000275
781	N1-acetylspermidine	1	metabolite	0.6388463973999023
782	N1-acetylspermine	1	metabolite	-0.362336128950119
783	N1-methyl-2-pyridone-5-carboxamide	1	metabolite	0.8798763751983643
784	N2,N2-dimethylguanosine	1	metabolite	1.4438115358352661
785	N6,N6,N6-trimethyllysine	1	metabolite	0.867727518081665
786	N6,N6-dimethyllysine	1	metabolite	0.778723955154419
787	N6-acetyllysine	1	metabolite	-0.04502921551465988
788	NH4_C16:0 CE	1	metabolite	2.7639718055725098
789	NH4_C16:1 CE	1	metabolite	1.0522911548614502
790	NH4_C16:1 MAG	1	metabolite	2.0025031566619873
791	NH4_C18:0 CE	1	metabolite	1.224267840385437
792	NH4_C18:0 MAG	1	metabolite	0.8525305986404419
793	NH4_C18:1 CE	1	metabolite	0.350078821182251
794	NH4_C18:2 CE	1	metabolite	0.7577072381973267
795	NH4_C18:3 CE	1	metabolite	0.8465234041213989
796	NH4_C20:3 CE	1	metabolite	0.8612414002418518
797	NH4_C20:4 CE	1	metabolite	0.7362741231918335
798	NH4_C20:5 CE	1	metabolite	1.1102123260498047
799	NH4_C22:1 MAG	1	metabolite	1.667327880859375
800	NH4_C22:4 CE	1	metabolite	1.9019577503204346
801	NH4_C22:5 CE	1	metabolite	2.4672513008117676
802	NH4_C22:6 CE	1	metabolite	0.7379307150840759
803	NH4_C32:1 DAG	1	metabolite	0.7563397288322449
804	NH4_C32:2 DAG	1	metabolite	1.7746210098266602
805	NH4_C34:1 DAG	1	metabolite	1.2243889570236206
806	NH4_C34:2 DAG	1	metabolite	0.03625520318746567
807	NH4_C34:3 DAG	1	metabolite	0.24707356095314026
808	NH4_C36:0 DAG	1	metabolite	1.0529180765151978
809	NH4_C36:1 DAG	1	metabolite	1.4637590646743774
810	NH4_C36:2 DAG	1	metabolite	-0.32141897082328796
811	NH4_C36:3 DAG	1	metabolite	0.7568357586860657
812	NH4_C36:4 DAG	1	metabolite	0.8374165892601013
813	NH4_C38:4 DAG	1	metabolite	0.9922347068786621
814	NH4_C38:5 DAG	1	metabolite	-0.04737245291471481
815	NH4_C42:0 TAG	1	metabolite	0.957789421081543
816	NH4_C44:0 TAG	1	metabolite	0.3795700669288635
817	NH4_C44:1 TAG	1	metabolite	-0.01587790809571743
818	NH4_C44:2 TAG	1	metabolite	1.7214171886444092
819	NH4_C46:0 TAG	1	metabolite	1.0337265729904175
820	NH4_C46:1 TAG	1	metabolite	0.9207683801651001
821	NH4_C46:2 TAG	1	metabolite	0.22301919758319855
822	NH4_C46:3 TAG	1	metabolite	1.5819376707077026
823	NH4_C48:0 TAG	1	metabolite	0.881854236125946
824	NH4_C48:1 TAG	1	metabolite	0.4294002950191498
825	NH4_C48:2 TAG	1	metabolite	0.6954987645149231
826	NH4_C48:3 TAG	1	metabolite	1.843295693397522
827	NH4_C48:4 TAG	1	metabolite	1.634137511253357
828	NH4_C49:1 TAG	1	metabolite	1.7228130102157593
829	NH4_C50:0 TAG	1	metabolite	0.5514134168624878
830	NH4_C50:1 TAG	1	metabolite	-0.826720654964447
831	NH4_C50:2 TAG	1	metabolite	0.8419104814529419
832	NH4_C50:3 TAG	1	metabolite	1.2112501859664917
833	NH4_C50:4 TAG	1	metabolite	1.1798902750015259
834	NH4_C50:5 TAG	1	metabolite	1.269866943359375
835	NH4_C51:0 TAG	1	metabolite	0.20095111429691315
836	NH4_C51:1 TAG	1	metabolite	2.403942346572876
837	NH4_C51:2 TAG	1	metabolite	1.4667571783065796
838	NH4_C51:3 TAG	1	metabolite	1.4776421785354614
839	NH4_C52:0 TAG	1	metabolite	1.4625439643859863
840	NH4_C52:1 TAG	1	metabolite	0.8717038631439209
841	NH4_C52:2 TAG	1	metabolite	0.14554306864738464
842	NH4_C52:3 TAG	1	metabolite	0.16634437441825867
843	NH4_C52:4 TAG	1	metabolite	0.5105797648429871
844	NH4_C52:5 TAG	1	metabolite	0.5691857933998108
845	NH4_C52:6 TAG	1	metabolite	1.59975266456604
846	NH4_C53:2 TAG	1	metabolite	1.1526384353637695
847	NH4_C53:3 TAG	1	metabolite	1.5714144706726074
848	NH4_C54:2 TAG	1	metabolite	0.21582584083080292
849	NH4_C54:3 TAG	1	metabolite	-0.7267988324165344
850	NH4_C54:4 TAG	1	metabolite	0.5040763020515442
851	NH4_C54:5 TAG	1	metabolite	-0.4430754780769348
852	NH4_C54:6 TAG	1	metabolite	-0.3110775053501129
853	NH4_C56:1 TAG	1	metabolite	1.014489769935608
