featureid	UNKNOWN	p__Euryarchaeota|c__Methanobacteria	p__Euryarchaeota|c__Thermoplasmata	p__Actinobacteria|c__Actinobacteria	p__Actinobacteria|c__Coriobacteriia	p__Bacteroidetes|c__Bacteroidia	p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	p__Firmicutes|c__Bacilli	p__Firmicutes|c__Clostridia	p__Firmicutes|c__Erysipelotrichia	p__Firmicutes|c__Firmicutes_unclassified	p__Firmicutes|c__Negativicutes	p__Firmicutes|c__Tissierellia	p__Fusobacteria|c__Fusobacteriia	p__Lentisphaerae|c__Lentisphaeria	p__Proteobacteria|c__Betaproteobacteria	p__Proteobacteria|c__Deltaproteobacteria	p__Proteobacteria|c__Epsilonproteobacteria	p__Proteobacteria|c__Gammaproteobacteria	p__Proteobacteria|c__Proteobacteria_unclassified	p__Spirochaetes|c__Spirochaetia	p__Synergistetes|c__Synergistia	p__Verrucomicrobia|c__Verrucomicrobiae	p__Ascomycota|c__Saccharomycetes	p__Eukaryota_unclassified|c__Eukaryota_unclassified
NH4_C36:0 DAG	-0.6157041577588616	0.6774205968842624	1.1422680306806214	-0.5775780194665157	-0.33809743270895976	-0.44685606249336196	0.17514993262573464	-0.8177079953588824	-0.7805182978115015	-0.8221952474459373	-0.860246428826263	-0.5359399866615354	-0.9038819892967345	0.07827530489627144	0.3703646292880718	-0.34344415333676415	-1.075337607266662	0.22331067849097108	-0.9616755970409462	-0.48010782241942707	1.1930116457521756	-0.8176962282580629	-0.7404915804468212	1.7999296714355766	0.2650230456357985
NH4_C36:1 DAG	1.4341267093630008	1.197224658962569	1.427566513859307	1.077671657763198	1.2988732114083312	1.4955285085086256	1.2401610865392487	0.6663806280907827	1.0728738857817737	0.8184168297956864	0.9849268400213664	1.1499462127143971	1.1170525856481506	1.5982553446431407	1.1085007531223585	1.5393516993923888	1.1928939184720582	1.206329991706942	0.44482313417266706	1.2883417981141712	1.3473221164171085	1.1950018762208199	1.1827590088502338	0.6564613227151266	1.4018120167454828
NH4_C36:2 DAG	4.2685429126341905	1.7266264742042041	1.1111085889700212	3.561147453405836	3.5667745772435655	4.1882915110418	2.7101859309701672	3.1012746735229797	3.8583903922448437	3.3621198904103613	3.780938273299085	3.600266592755288	4.0857999828398475	3.1244415263458736	2.2733604771672375	4.139070641437636	4.642103739440215	2.065957967206638	2.851304430839397	3.794363877737897	1.1452678251376498	4.068609465608278	4.010484905314599	-0.9351514336171012	2.595995872223348
NH4_C36:3 DAG	3.8386570556160016	4.449826286240867	3.4625616018795924	3.94324030094748	3.973867045728195	4.227906023398274	4.578893770027346	3.526755412493803	3.7539991037043317	3.4005579969691775	3.558000656895849	3.8453664563345473	3.495142595131642	2.8419306852512163	5.193074359589006	4.428749472771266	3.9545787303214643	2.5469852831914666	3.1735873103699124	3.986899042358356	4.585406660235759	3.444648528789566	3.818824885046468	5.688027538730326	3.5082060118531615
NH4_C36:4 DAG	3.8763152625207478	2.57107591637391	1.8170479651420108	3.4654700692181377	3.497240544370359	3.989109536385679	3.2204090899269824	2.9904571991166837	3.5682144000810583	3.1081183137954858	3.4363593742356136	3.454790087005024	3.6050252269360827	2.7950065629685037	3.195287022653593	4.043758868977974	4.1314792014545265	2.0083855991721244	2.6806997565620976	3.6395183721081286	2.2855807948780367	3.5800297656825033	3.694190908130379	1.4247711525601123	2.730617189751899
NH4_C38:4 DAG	-2.1146788984343936	-1.762450366652898	-1.228601158637211	-2.417943989988664	-2.1132410224745257	-2.0240025625239735	-1.9820401941302133	-2.8433479786308125	-2.4992416584895087	-2.6990600622034995	-2.5911737563924935	-2.3241388895003805	-2.4893031796753435	-1.5248467054717993	-2.0697244798790164	-1.9579072587767503	-2.558931966057508	-1.7623757549068357	-3.0667810039404895	-2.1915254944974087	-1.3977087730392173	-2.3738382486281875	-2.3915808025527947	-1.8262400508164505	-1.6795895908011147
NH4_C38:5 DAG	-1.916381771791388	0.026566935960712135	-0.595228898597872	-1.5209480059725629	-1.4329189018567874	-1.4538774702353745	-0.361970746423919	-1.8139031420404308	-1.8784154526192038	-2.0447371605100146	-2.0635280038373858	-1.6235984417906213	-2.2591061981423204	-2.2810556661347716	0.47203483629029375	-1.2086126974696012	-2.0647163674829807	-2.1174384553647907	-2.1018183115611446	-1.5466068904669577	0.5217290836394408	-2.281311346596473	-1.8643924951434907	2.599031791542823	-1.3602570655380113
NH4_C42:0 TAG	1.4791081898688758	0.10430131118977637	0.55099615660982	1.0880585107123018	1.1102499593452873	1.217420741075692	0.39192053205227184	1.100776898548724	1.3177094249758463	1.3036349617105234	1.3923430812975748	1.1779817015460363	1.563678247016699	1.7169794472300195	-0.1871863877068618	1.0777402557375848	1.4973881707414085	1.4421769645084361	1.1957040640814984	1.179721641179846	-0.17004840346130212	1.6015985835757771	1.3523996806449792	-1.7701431089884507	1.0630725728742192
NH4_C44:0 TAG	0.5757406742435207	0.14526909583969982	0.2683083092636489	0.4280893056514576	0.4542471089262924	0.5160143987919295	0.24371424077902226	0.3777893752221262	0.4927344004677314	0.44853220201609556	0.4984296344625041	0.45856717402919867	0.5580817940952132	0.6232703415250098	0.07302827517718802	0.4826705907930483	0.565008935015018	0.4926666761809826	0.37697465320701784	0.47347961017903195	0.07630083104750618	0.5734314549468458	0.5151684309373229	-0.44363280713416176	0.4277818633173265
NH4_C44:1 TAG	-1.5892043550592327	-0.36223753098699096	1.5606922796037959	-1.686585421208567	-1.3369731734911738	-1.7904599568489896	-1.2853429762389603	-1.5940830149685619	-1.7707136304735682	-1.4367536722627605	-1.6679386001393426	-1.4986605562960964	-1.650665399813641	0.6869739295346724	-1.7374304961341913	-1.8703754350068178	-2.456139887308738	1.2301040177400648	-1.4080469974378094	-1.573867054423502	0.27873861167244174	-1.451974909042038	-1.777812568481266	-0.17824815674932815	0.15573453866266718
NH4_C44:2 TAG	-2.6136051617512615	-0.5593975460815985	0.9287818904050182	-2.4754586112145627	-2.1412800079847614	-2.605380114649405	-1.6039262506531506	-2.4571405421686396	-2.713477159711604	-2.435234738876825	-2.6857480289346882	-2.3560611926898165	-2.775480177371855	-0.6680791960500363	-1.63426679505739	-2.576698032518856	-3.455788564904304	-0.027948312368241357	-2.379371874932543	-2.4115121521241143	0.24032895893300044	-2.6104124933546355	-2.730109681201142	0.8446550925743204	-0.7250021027107003
NH4_C46:0 TAG	-0.14116048654212898	0.36675229937051035	0.601904205724946	-0.11309309006602969	-0.02716564269232799	-0.09250310558413055	0.15049408786779894	-0.1750049334780046	-0.1860422118501992	-0.17827751925706092	-0.20771030186457695	-0.09417213600450747	-0.23194926623204015	0.18703657168733567	0.20245487836130582	-0.06380395069834198	-0.3261486469100072	0.28080156752542473	-0.20310852637844168	-0.08852887865062442	0.563986688393892	-0.1988275001480897	-0.1783908846860237	0.7849159494800175	0.23834769013128465
NH4_C46:1 TAG	-1.7782619288550614	-1.3183086288466852	-0.22445852331930974	-1.962610100949987	-1.7154699651029972	-1.8831278774058244	-1.7605557730149424	-2.0358954376339478	-1.9902070861020666	-1.8949021814191935	-1.9580797484783443	-1.837622671834053	-1.8979811355046126	-0.5380858690877526	-2.076260079554582	-1.9220827614653406	-2.2954734225710576	-0.3939022668108314	-1.9977717807797557	-1.8360619321635419	-0.9639813170657527	-1.7698804000613517	-1.958926936024397	-1.5235110292278171	-0.9188919050007982
NH4_C46:2 TAG	-2.6029433185825845	-1.0701953766698085	0.4044671870471481	-2.5693570521455977	-2.2625026523790552	-2.6655935717225088	-1.9541737901133707	-2.538013680953032	-2.7278437076483995	-2.4687300359623787	-2.6800638965089	-2.438272539169988	-2.72032261277785	-0.760468146941295	-2.1289096194215746	-2.676460431552194	-3.3642726220459958	-0.23516651640378639	-2.4369317080880517	-2.491381496555828	-0.4117557914501635	-2.5607251768265424	-2.7367606218206926	-0.25593649828580345	-0.9779888352743917
NH4_C46:3 TAG	-4.224741355743491	-0.7475887881446968	1.092859709750407	-3.7537051521431297	-3.375179624925778	-4.138304060582113	-2.336375667137046	-3.582028235120137	-4.17054780222299	-3.6829660729137617	-4.128074906247367	-3.6460520071321962	-4.367932470267708	-1.643013525746082	-2.117712202994274	-4.063428869170857	-5.324780062415848	-0.4973759962351827	-3.424493416568117	-3.7775990714666428	0.4201840163192312	-4.179770950462048	-4.247619795878989	2.11340682878328	-1.408800918183296
NH4_C48:0 TAG	0.18348421571501317	0.3712784853128497	0.09199919395437597	0.15745379022789857	0.21112309762976014	0.33006133779381	0.41128068443205956	-0.06246169575273797	0.08921131625130951	-0.07878715283482851	0.0041099844341792036	0.13820516645910919	0.0030543146037800284	-0.10920139979870935	0.5966609236411387	0.40643313529099256	0.16977520305019755	-0.2739699121736958	-0.22139068326858913	0.20886349465752785	0.4532418410996386	0.0006808014681434216	0.13093327429308355	0.7119317639590754	0.08381377485102992
NH4_C48:1 TAG	-1.4288380931018652	-1.1586760166502874	-0.6238460501281213	-1.6517530088787062	-1.422954585689741	-1.3988594256548215	-1.3681508579542183	-1.9203702578264954	-1.7010000225511321	-1.8040114959429188	-1.7492726041001823	-1.5704134360132436	-1.6748298871070935	-0.8382525696176337	-1.491875962117799	-1.3698131741456288	-1.7917284051945694	-0.9578177333777984	-2.0440156062511914	-1.4919404620684737	-0.879442402446502	-1.581358030910609	-1.6302679932033395	-1.272346692056466	-1.0150088259271488
NH4_C48:2 TAG	-1.5736954807365966	0.3008642815688114	0.8356599478490894	-1.3820758451014028	-1.1385773276469848	-1.3602499309903546	-0.4030849813338384	-1.5584273353758062	-1.6613550278197007	-1.6251561135692523	-1.7395204189589544	-1.3542737595878238	-1.8513720150060156	-0.699039171546811	-0.0756332095599026	-1.2324609242715536	-2.109451569419531	-0.3526655099937601	-1.6752954589991447	-1.3291770477759552	0.9521956551931758	-1.7639700339004154	-1.6480047604575279	2.067679963433651	-0.3574177754957093
NH4_C48:3 TAG	-2.4178536304064644	-0.4836957964554094	0.3216180975408245	-2.1802724093785275	-1.954565906094036	-2.291252050839775	-1.2955660933514657	-2.2074142351679678	-2.4373664070664622	-2.2716530169829694	-2.4612973505391484	-2.135636552216509	-2.589314763266896	-1.2295777782998565	-1.074479620992915	-2.2095296860124294	-2.9992925509563486	-0.7153250005174754	-2.2111098791158863	-2.16659183145131	0.1731589226581054	-2.492878800520428	-2.45591770480226	1.217469973536912	-0.9953747265821988
NH4_C48:4 TAG	-3.871177528443669	-1.0265746038670012	1.5937496349425369	-3.5813793656637958	-3.183121501847552	-4.07385799050776	-2.6630681072782934	-3.1938825552450227	-3.8400014371810576	-3.1568796028322312	-3.6699701407810257	-3.382411570155048	-3.8244829372059543	-0.5425674275793364	-2.964165883351783	-4.148069840251318	-5.0921094807929785	0.7059661503704135	-2.8176065542934676	-3.589615684235401	0.039942260145956254	-3.5839139067229606	-3.938764709021768	0.6535267650839272	-0.8830902705655461
NH4_C49:1 TAG	-3.930733372553791	-2.8042124061713594	-0.1621392288738759	-4.233502252619938	-3.7406076975732034	-4.261465611022777	-3.896255182003054	-4.172905839437536	-4.273376412475094	-3.8834919520120215	-4.129352294713296	-3.952942964076753	-4.030110262293211	-0.9031315171438594	-4.671735665753695	-4.398011428260927	-5.077941704641952	-0.3518797608347888	-3.94337783644672	-4.02290395462153	-2.0378477316340984	-3.7490242707995574	-4.253859552509794	-3.218431883012634	-1.8163195777843484
NH4_C50:0 TAG	-0.6299332223448872	-0.15601596239063853	0.2570322972650907	-0.7358660154429988	-0.5547501566448078	-0.5737350101745076	-0.39940982356131327	-0.9344631466830013	-0.8126300626746614	-0.874275171099363	-0.857333472292209	-0.6815558849280982	-0.8308130129241098	-0.12877861411696578	-0.4200464955824392	-0.5342550868793664	-0.941164460572538	-0.14820990331564987	-1.0313073274787161	-0.6291524926110412	0.12305714303959103	-0.759476270067017	-0.7663900908607454	0.0661568445929781	-0.17885926386735385
NH4_C50:1 TAG	0.8114390236798026	1.4931248832053308	1.1987767709494344	0.8306168868810617	0.9495639976911717	1.0602578051862626	1.3977111821656671	0.5029292858672774	0.6738037576712816	0.4594203574986806	0.5430637650275782	0.8059888760656505	0.5145476306074368	0.5780447448099513	1.7387911055110559	1.1951063643037858	0.6888973725240133	0.43596020683283765	0.26046822873982467	0.9083112630938803	1.7429527726900176	0.5275595105206659	0.7311451012449451	2.382974260254949	0.9337403501115658
NH4_C50:2 TAG	1.4458717710714875	0.39186054228565803	0.32653715905386016	1.0354753780197996	1.128167670531699	1.4204397044090147	0.7566063950898729	0.7202859544974594	1.152142575321827	0.8852832715418466	1.0977020880569137	1.0857507230805998	1.2654427380802122	1.160720562638084	0.506226323754686	1.4085568824239858	1.4721048981357905	0.6322928236229357	0.5592096243515535	1.2039524036702494	0.23669034564301805	1.2943974139929013	1.249100007570242	-0.8705933788923468	0.8480478183163536
NH4_C50:3 TAG	-0.3241399816862791	-0.016524097193389098	-0.146053553462306	-0.45953944844729994	-0.2985330975308821	-0.13669341522686373	-0.040000273994234004	-0.8413948529178557	-0.559220240034882	-0.8083889022882413	-0.6809122862846828	-0.44869355104387265	-0.6437642388028761	-0.44983151194085913	0.1303192560160209	-0.031157660760851344	-0.48512702114890427	-0.7154040787467131	-1.0918918431840803	-0.32410133115366246	0.19163029453619274	-0.6068407583043474	-0.4766377990014353	0.3170174022299741	-0.2959151090488077
NH4_C50:4 TAG	-1.3330943272418794	-1.8480680160380858	-1.1386614281542096	-1.8114113618921517	-1.5481506954122892	-1.4170215146263185	-1.862769525842093	-2.1457864566373352	-1.7426299735956166	-1.9072445705687269	-1.7704310682898323	-1.6808473152908086	-1.5844852798324984	-0.69606730892023	-2.277817591259372	-1.4457227222466806	-1.6884872278719714	-1.0471102080036983	-2.270924691424849	-1.5707700036763033	-1.7089478325783878	-1.466155912091164	-1.6347061441803699	-3.0027573607149223	-1.2117730654592958
NH4_C50:5 TAG	-3.214287368282131	-1.1446577519246228	0.4848016208813315	-3.1119885966016656	-2.7459482307483114	-3.225176838199756	-2.232539413301063	-3.1051866813276243	-3.347264561970902	-3.059658030460109	-3.3139803139840756	-2.9748759271519756	-3.390023719641019	-1.1155552142484604	-2.315961366303932	-3.204019646659646	-4.1186015114554175	-0.46999807749593847	-3.0232287716047264	-3.0279065284012923	-0.3091438484246716	-3.20789314143048	-3.358130194711975	0.18096413648605525	-1.236379993925084
NH4_C51:0 TAG	-1.9579092782416807	1.0914632292938564	1.7444863978851424	-1.4476431076630802	-1.202688637633929	-1.6519394212508836	-0.013964630824838231	-1.4899374998631911	-1.881582062421903	-1.6873121297446145	-1.9567218634272714	-1.4510784637329301	-2.2096634718829975	-0.7425190799211618	0.5898220956591169	-1.4741345408089308	-2.636157674339775	0.013285928096644195	-1.550765885301172	-1.489676822222548	2.0104904823376586	-2.123042870001994	-1.9239468059121343	4.176828557255261	-0.07660606843921114
NH4_C51:1 TAG	-2.9692220453787166	-2.207989081600166	-1.282003409007311	-3.182291028533221	-2.856172556780894	-2.9375025238918244	-2.6746959928596694	-3.4677181762242224	-3.2895724266512927	-3.3346372463345917	-3.333607972511422	-3.0658485593690745	-3.2708709709400745	-1.8760069759249935	-2.818468410280901	-2.899578716795857	-3.5572792711509686	-1.8597325649532865	-3.5845053589687534	-2.991820478946753	-1.7212614948974228	-3.130366894727926	-3.216264656588876	-2.0163978904523066	-2.0851520077250676
NH4_C51:2 TAG	-2.20175409886325	-0.3979842626290877	0.9768897364378939	-2.259450303906408	-1.8322965160389302	-2.123475045131519	-1.3104907063111084	-2.5043800216817163	-2.497965847155114	-2.4142437182303347	-2.5376644089592095	-2.121764984864745	-2.551372826671508	-0.4440631676992064	-1.3450836189574256	-2.052257908579325	-3.0852703198320137	-0.1045031908220877	-2.591298329754073	-2.080124789019127	0.4246442018265988	-2.363179778156896	-2.446795899283529	0.7147020129338655	-0.5346292627362317
NH4_C51:3 TAG	-2.4945597529648134	-1.3043891567694887	-0.8089402380258777	-2.551220590061582	-2.2617286744304934	-2.3120787719448312	-1.7745687002812445	-2.8944709135060815	-2.7501707669816566	-2.859796061659872	-2.8513332160075806	-2.493232192744907	-2.85798320319605	-1.794547689832398	-1.613392977306419	-2.1981574781199	-2.998858613487834	-1.7621379778235595	-3.0965308562543026	-2.40006467124638	-0.7666883560678492	-2.754585247069519	-2.681751812183492	-0.35092873311323336	-1.6588961022203215
NH4_C52:0 TAG	-0.3393183726056699	-0.6707898655647109	-0.5057633322355206	-0.5762864554432732	-0.46351321921104127	-0.342143662332008	-0.5992385679926175	-0.7881190461309631	-0.5448573388596918	-0.6832080584055484	-0.5818674957365642	-0.5281789950541106	-0.4915991535617694	-0.24395036732868736	-0.7464333054375336	-0.3395885596262703	-0.4525072961052894	-0.48902087003599837	-0.8886021129488012	-0.458111679936426	-0.6397225591065618	-0.44884305918376377	-0.4836974730493745	-1.219880482127615	-0.43296459258080944
NH4_C52:1 TAG	0.39109659996323876	0.47396474684915657	0.9417742926069714	0.08240025945176271	0.3360961665911616	0.4378457345948963	0.3487675487122788	-0.280423563496099	0.04646348939840994	-0.13402177079445154	-0.024356335540636653	0.1698151139725096	0.08497759985305375	0.8692618093634703	0.20655786628257866	0.4770396412506498	0.036756075255783394	0.6164800042109566	-0.4621498434431538	0.28457386686758745	0.7313466956408847	0.18342942155555164	0.1429555451669634	0.16058748918445476	0.661918285707479
NH4_C52:2 TAG	2.583645882511458	1.664791926997492	0.2626329264417768	2.459733929019357	2.3462923599264984	2.8342063499045898	2.3714783943437805	2.070775248897977	2.4852237052348256	2.0262922228136904	2.3211737370354855	2.3518731653133624	2.37237185254756	0.8810544463600758	2.7178796717194653	2.950139681125278	3.077710862969684	0.20838358750033725	1.7480268834094552	2.5078482333466248	1.3182798945590648	2.2664086672858925	2.5666823939145407	1.4161025305654473	1.257727421496904
NH4_C52:3 TAG	2.9616263677656334	2.1016896546022243	1.2358006015148046	2.7638308592746212	2.725376170297812	3.108475957759424	2.6346090531605793	2.4297097101070944	2.8120238186091386	2.4520040896385105	2.6947167241595493	2.713853481837889	2.775231130269609	1.8493248528379098	2.7719692731438434	3.1763948963022934	3.26428883708014	1.2838158130537392	2.1839026586531745	2.8443145942719124	1.8504388263502263	2.720362149090974	2.89102567762766	1.5843798971538618	1.9865977401190094
NH4_C52:4 TAG	2.9959417350742603	2.1130648742138174	1.8562999208013167	2.6670602204969422	2.7306815064166714	3.026748859686153	2.479812657982032	2.3520565960286097	2.749162321471874	2.4692666277057453	2.676724012669096	2.6894335495273403	2.8096880216408477	2.53486125253254	2.357418370576469	3.042111418348895	3.0737284524387767	2.0316298737580074	2.1697216820401986	2.8072833701861812	1.9648610206386743	2.818467428263417	2.8379726854164837	1.174270327367472	2.3700065342349355
NH4_C52:5 TAG	1.545297574285486	0.2535666314965177	0.5734546445350388	0.9673842211333488	1.1425289424536125	1.4344963912062507	0.5859660917593006	0.6086870094736945	1.1321400709148426	0.8690960586342809	1.0990951979659056	1.074918937603222	1.3357310270006382	1.6286848562265321	0.11187351918736477	1.3840915415065065	1.4340690588232219	1.037296112805263	0.4603168746979093	1.2076259994440353	0.1294443704762651	1.4117144969759394	1.2538441351202327	-1.549486386822562	1.0515111365746659
NH4_C52:6 TAG	1.0861737080532907	-0.3129092870616408	-0.7982021443567608	0.5882445418128921	0.6699216818946655	1.142027243338127	0.29003136451342515	0.10475972966704106	0.7164375178248061	0.27665363205166216	0.6027881357645013	0.6134251290660578	0.8070885778812507	0.2762812353633146	0.12770707941132464	1.170726968618506	1.2456898586213336	-0.5177881166757414	-0.18483936189995653	0.7996319070148834	-0.5673686609954354	0.8121680394813113	0.8527218956616812	-1.7468099323988002	0.051175933170616084
NH4_C53:2 TAG	-1.471723135145334	-1.9612210031014141	-1.3133570830929286	-1.972913110936837	-1.6885914841963658	-1.5201228619460347	-1.9601063294338714	-2.3746964683135854	-1.9192501372396527	-2.132895365634875	-1.9694176222774638	-1.8440935402620129	-1.7761362052824836	-0.9022790167847914	-2.337203255945875	-1.5288837710713081	-1.837047186800525	-1.3115103970855597	-2.5475373521800373	-1.7099915390750455	-1.7995655724503195	-1.655054881763843	-1.7966461340841682	-3.0656047964967352	-1.3820360253268147
NH4_C53:3 TAG	-1.134227340566563	-1.0716847186731744	-0.700252624796273	-1.4451079461415228	-1.19539489704567	-1.0634472991531698	-1.1607560996157118	-1.838891959191316	-1.4863034377389388	-1.698616183119844	-1.5706937492387323	-1.3658217859994775	-1.4607855163879337	-0.7656828135269613	-1.2665378964074447	-1.0121627691634463	-1.4623937392341704	-1.058578665562956	-2.0472146500494794	-1.238920613530036	-0.8252011945684252	-1.3686286637075327	-1.3839477061886565	-1.3541710883705194	-0.9337807981880282
NH4_C54:2 TAG	1.9854627852649815	-0.7210080197133226	-0.5987355332686677	1.0966160791198873	1.2152557632420509	1.7426557384284793	0.10157804677530935	0.6721253138594818	1.4570578156543847	1.0588835417848719	1.4417335005328105	1.2260260897808983	1.8213960346591085	1.6076925289254271	-0.6898923555797127	1.6173885158903456	2.1104531796947787	0.6025514803170062	0.510903199923307	1.402324784620701	-1.2175662285312363	1.8790277088330285	1.620962273105143	-4.047762898993282	0.6697312678313985
NH4_C54:3 TAG	3.7224475982490177	1.4020645452135716	0.2743424169249196	3.223273260731415	3.1110646795630283	3.7399175364526007	2.456325656275456	2.8315381753895115	3.472101540205842	2.972661021550861	3.372057646983877	3.1879195195940775	3.592683895001235	2.0729532874553174	2.2891520855921836	3.7329909980366316	4.2960734593665215	1.084524244071962	2.5740144845909527	3.3603391823705695	0.7510020050390196	3.5111362034897833	3.590789563025292	-0.6471489734692639	1.8661416186312187
NH4_C54:4 TAG	3.662675969710789	2.384841449117735	1.3161513379402112	3.4184546778058125	3.3274026940131063	3.789513773514031	3.1013278727013045	3.0850374073888034	3.520321647707605	3.1169760099199006	3.404219280884827	3.355595356109566	3.509446900677898	2.2609833136225834	3.203055787991837	3.8425077102896084	4.100297931552925	1.578833142807159	2.8358389877114396	3.4933080367229783	1.987570267873058	3.4306193234892968	3.6034876295757337	1.5182728090011233	2.362332892134228
NH4_C54:5 TAG	3.717183865005652	2.09905885106943	1.1255943545205827	3.3696607069524553	3.288382459149987	3.785275872048497	2.8927286012615676	3.026510081875884	3.5259359825618892	3.1101692942900154	3.4248508127500763	3.3287167536205673	3.5758504065931818	2.358259448991266	2.858649672364022	3.80801897690559	4.158929211259539	1.59388855200061	2.7899256739849605	3.4733215549775913	1.637064990156619	3.5073246574170467	3.621037368974401	0.7738889197535457	2.3037964885584024
NH4_C54:6 TAG	3.1471679082047195	3.7302056329021926	2.5989770469929834	3.344470890419601	3.298550894852614	3.5246273577633556	3.8985790698202245	3.033266024246215	3.1660273370049454	2.862556969928757	2.9891512860742124	3.220017126508692	2.892166011309434	2.00043313577529	4.556028662575446	3.713743679082602	3.3702852968707537	1.779060993802052	2.734169817852278	3.3263110859507456	3.787533035647078	2.8112526403113254	3.2021419621020617	5.06117664906718	2.7307172866040936
NH4_C56:1 TAG	-1.5671000398949553	-0.6520812508527183	0.18448647872093302	-1.6875098092027987	-1.4005722210760112	-1.5185079709986322	-1.1458136408715736	-1.9122621123245995	-1.8144640525764677	-1.822993460266157	-1.8536067299417671	-1.5919090482759426	-1.8286112390801295	-0.538014247685914	-1.213419996457274	-1.4744493970953845	-2.1136044775133067	-0.4390863174231696	-2.0037635921294896	-1.5403380065046406	-0.16822632660275305	-1.7056275505868062	-1.7615172081440984	-0.20637671878160102	-0.652519778966969
NH4_C56:2 TAG	-0.25156701346992216	0.8107601835175637	1.2697802436335224	-0.3113286248536345	-0.0457390139886443	-0.08819997635833055	0.38705699057124976	-0.6275359066719219	-0.48931710294159547	-0.5920513812484449	-0.5814783552048737	-0.25673473715663764	-0.5844310483328234	0.3897559972953939	0.5246621003953509	0.013872169714079688	-0.712416787411116	0.4121677763365379	-0.8118730944158888	-0.17105374831973563	1.2976283767713968	-0.48929323033617855	-0.4256596408120922	1.6483327115322493	0.5028260939567044
NH4_C56:3 TAG	0.3953753085444558	-0.4295205543752656	-0.7402147577342066	0.06375026195773342	0.14016793448603596	0.4573283852261012	-0.061086974160178276	-0.2954386039238903	0.12910017232205595	-0.1824172677442526	0.0397408363488041	0.08218766246366604	0.1720491838750382	-0.11748229233937746	-0.14119610056111487	0.4898222825064579	0.46641007313760596	-0.6500875999100049	-0.5114739505250695	0.2153856226312505	-0.5550042536934483	0.1813245475389813	0.22632995751437035	-1.2787098442812326	-0.23891974056581544
NH4_C56:4 TAG	0.10552297295568769	0.3624696790681783	0.79673638830705	-0.08671975827329287	0.11513478715351858	0.14597024522286794	0.18370370534625957	-0.3381694640809103	-0.13645783028238068	-0.2404799894620817	-0.18627282931051825	-0.01877848281011818	-0.12340095824624786	0.587461711836176	0.09642519000048022	0.17843652086157513	-0.20879431929646675	0.47136822039045123	-0.4591693627914478	0.05484267896030204	0.6119550524164872	-0.043328595152287264	-0.07199778929302114	0.30464824563457515	0.4557482258151566
NH4_C56:6 TAG	-1.8260054032131188	-1.5809346800967916	-1.0725932339151318	-2.0545353807003948	-1.8270287344786489	-1.7916648707184937	-1.7744727113591634	-2.332744166323452	-2.1024262453245752	-2.2158524281898675	-2.154054934121009	-1.9747828209738802	-2.077198603328882	-1.2689986906249695	-1.893673873798173	-1.7605037910103456	-2.179582505034632	-1.40521893699519	-2.463757389369116	-1.8923375319516254	-1.3092363919243208	-1.9853885720164062	-2.029394747131675	-1.7089650919144321	-1.4412692762936778
NMMA	-1.3941861140626508	-1.3551325407208579	-1.8664128281237715	-1.2277907586044237	-1.3500334270170296	-1.3134673974961864	-1.2301266975296223	-1.1733499875195403	-1.249941614627219	-1.2752627210733296	-1.2734813462233912	-1.2969198519715697	-1.342904812988496	-1.9371739344780092	-1.012698815727699	-1.2842270425337374	-1.1740629570266714	-1.916324529192606	-1.1770356778334499	-1.318562295382101	-1.46892635060828	-1.409261170357004	-1.2781147753271607	-0.9540131710864745	-1.6710069427316068
S-adenosylmethionine	0.7485328285691408	0.3042587751368362	-0.12953070301812966	0.6750620274466861	0.6347287885438123	0.8093348541505812	0.5706953199637685	0.5471000470491516	0.7064031907484258	0.5485363598501349	0.6565738584332013	0.6460811592119652	0.6856630977567404	0.18946546140460807	0.6322090413108876	0.833396011744702	0.9208533391567135	-0.059223687765631805	0.45206946542623594	0.6941643347059738	0.15704224319215943	0.651034062979269	0.7354844414762886	0.04298398767144507	0.25713811380745
S-methylcysteine-S-oxide	-4.34828465661697	-3.388604980743688	-1.3945607193381304	-4.531087535295291	-4.1706875369148335	-4.592465942486546	-4.249300466229229	-4.454348831353818	-4.573666770860398	-4.255098700266427	-4.461447311624816	-4.325623111802178	-4.40668887878756	-2.0431791140271587	-4.805906970754957	-4.6942530575536	-5.21421583064835	-1.5720627062089263	-4.263742022466941	-4.392520486980853	-2.795821541292619	-4.199181509540521	-4.569470695197224	-3.5647708942349214	-2.695268995393434
UMP	-7.23331082044446	-1.3490474209556143	1.457202959759137	-5.923035055238702	-5.668003645936764	-7.260372956415493	-4.015281842865297	-4.9207590758635105	-6.553768475904696	-5.3030224465699005	-6.3138267790698315	-5.844788959671829	-6.90557260253991	-3.128195379135218	-3.5726585305607133	-7.248855124461643	-8.655390619252195	-0.5952690583366738	-4.243536094786327	-6.309905200033047	0.27650164257245713	-6.717279447565764	-6.865619169665904	3.899390182340698	-2.563233648325003
